,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,6.65,15.11,12.24,14.3,12.19,3.1,3.79,4.57,2.26,3.1,2.74,1.68,2.81,,2.01
f_1,13.8,0.17,8.63,13.21,16.52,17.07,2.18,3.55,4.23,2.49,2.55,,1.09,2.86,2.84,2.11
d_1,17.19,12.72,0.16,19.9,12.13,11.57,4.34,,2.2,2.25,2.06,3.13,1.85,1.87,2.71,1.04
c_1,13.63,15.42,18.99,0.15,9.06,12.08,4.15,1.21,4.95,,4.04,2.76,1.48,3.99,2.23,1.57
b_1,18.47,13.42,18.48,6.29,0.14,18.98,2.68,2.39,3.91,5.27,,1.94,1.54,3.44,,1.32
a_1,14.41,11.38,11.57,15.63,7.48,0.1,3.83,2.75,3.73,2.4,3.45,2.29,2.43,,,2.02
h_1,3.18,3.33,2.64,3.24,5.07,3.0,0.07,0.75,0.75,0.63,0.7,0.66,,0.56,0.71,0.54
d_0,1.39,3.34,,2.27,3.4,3.52,0.69,0.09,0.84,0.47,0.53,0.57,0.34,0.49,0.43,0.43
g_1,4.02,3.48,3.52,4.21,3.01,2.66,0.91,0.87,0.05,0.8,0.55,0.6,0.34,0.91,0.66,
c_0,2.16,2.14,1.81,,3.08,3.77,0.98,0.68,0.64,0.07,0.6,0.43,0.42,0.57,0.39,0.26
b_0,3.1,3.12,2.45,3.03,,2.2,0.63,0.44,1.02,0.3,0.07,0.7,0.38,0.39,0.71,0.31
f_0,2.84,,2.4,3.0,1.83,2.69,0.89,0.57,0.43,0.46,0.5,0.07,0.41,0.47,0.45,0.36
h_0,1.42,1.76,1.79,1.71,1.42,1.26,,0.31,0.41,0.55,0.36,0.32,,0.27,0.26,0.42
a_0,2.14,3.75,3.19,2.73,3.01,,0.9,0.49,0.57,0.54,0.3,0.6,0.42,0.05,,0.39
e_0,,2.57,1.81,2.03,,,0.61,0.41,0.76,0.71,0.61,0.24,0.4,,0.05,0.3
g_0,2.72,1.95,1.9,1.63,1.46,1.68,0.32,0.35,,0.32,0.27,0.52,0.2,0.49,0.27,
