,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.13,2.62,5.9,5.65,6.5,4.22,1.59,1.14,1.55,1.11,1.04,1.26,0.75,0.98,2.17,0.81
f_1,5.32,1.12,5.19,4.74,6.16,4.59,1.03,1.26,1.76,0.93,0.99,2.86,0.63,0.82,0.99,0.81
c_1,4.11,6.14,1.12,6.19,4.86,7.01,1.47,0.61,1.82,2.68,1.09,1.07,0.74,1.16,0.94,0.87
d_1,7.11,6.32,6.26,1.12,5.71,5.56,1.92,2.86,0.89,0.97,1.02,0.95,0.7,1.15,1.13,0.5
b_1,6.92,9.09,3.55,6.67,1.14,6.7,1.9,1.51,2.13,1.8,4.99,1.4,1.31,1.89,1.43,1.17
a_1,11.99,8.77,12.11,12.88,4.42,1.15,3.59,2.66,3.68,2.03,2.69,2.04,1.42,6.43,1.88,1.38
h_1,18.1,24.34,16.82,19.6,21.01,15.12,1.74,4.24,6.07,3.57,4.14,4.19,5.38,4.39,4.26,2.84
d_0,10.44,23.68,25.1,49.92,25.83,21.99,6.38,2.32,9.11,4.32,4.67,4.16,3.23,4.44,4.83,4.26
g_1,27.01,27.85,22.91,17.55,24.7,22.76,4.6,4.99,1.8,5.9,4.49,4.04,2.6,4.82,4.36,5.89
c_0,20.48,25.6,63.22,11.29,23.08,23.31,8.21,7.51,6.48,2.33,5.36,4.57,3.41,3.82,5.66,3.48
b_0,22.59,26.78,34.84,20.75,44.0,26.51,7.02,5.46,8.64,2.78,2.38,4.99,3.76,4.2,5.84,4.56
f_0,22.19,63.29,26.06,25.16,27.88,30.71,7.21,5.64,4.78,5.42,5.08,2.31,4.4,6.23,4.96,2.23
h_0,29.12,34.81,34.14,29.86,33.52,29.32,20.32,8.33,7.93,6.06,6.21,7.13,7.79,6.03,6.24,4.98
a_0,32.99,45.21,37.11,30.43,58.67,77.4,10.16,9.11,17.28,6.06,3.89,7.52,5.66,2.61,8.23,6.11
e_0,57.35,64.46,37.11,38.96,37.55,33.95,12.66,7.76,8.75,6.74,7.58,4.13,5.59,6.77,2.53,4.76
g_0,43.86,51.96,55.06,38.49,38.58,41.17,12.25,8.76,19.82,9.72,10.07,9.0,4.15,9.19,8.83,9.26
