,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.66,1.35,1.34,1.21,1.17,1.28,0.52,0.41,0.46,0.62,0.44,0.43,0.46,0.36,0.39,0.26
f_1,1.16,0.66,1.45,1.23,1.23,1.15,0.45,0.63,0.5,0.48,0.45,0.71,0.44,0.29,0.44,0.39
e_1,1.39,0.92,0.64,1.62,1.4,1.35,0.65,0.65,0.46,0.59,0.56,0.54,0.51,0.42,0.65,0.43
c_1,1.71,1.56,1.05,0.64,1.5,1.13,0.67,0.65,0.61,0.28,0.37,0.48,0.38,0.38,0.44,0.39
b_1,1.67,1.48,1.43,0.94,0.62,1.37,0.78,0.75,0.71,0.53,0.76,0.53,0.49,0.49,0.42,0.48
a_1,1.61,2.06,1.74,1.48,0.95,0.57,1.01,0.78,0.68,0.62,0.8,0.61,0.81,0.55,0.62,0.6
h_1,1.92,2.18,1.95,1.84,1.97,1.44,0.58,0.89,0.74,0.75,0.75,0.64,0.72,0.78,0.67,0.59
g_1,2.53,2.23,2.21,1.92,2.01,1.8,0.78,0.55,0.74,0.74,0.85,0.77,0.73,0.5,0.78,0.72
c_0,1.43,2.33,2.21,3.95,2.13,2.11,0.98,1.1,0.6,1.22,0.91,0.69,0.81,0.64,0.74,0.64
d_0,3.04,2.16,1.41,2.67,2.14,1.96,1.05,1.1,0.77,0.63,0.85,0.85,0.93,0.74,0.73,0.65
b_0,1.85,2.54,2.07,3.47,3.31,2.06,0.87,0.84,0.51,0.93,0.59,0.75,0.88,0.68,0.7,0.64
f_0,2.25,2.98,2.31,2.49,2.56,1.97,1.11,0.73,0.91,0.93,0.83,0.58,0.79,0.72,0.99,0.51
a_0,2.25,2.35,2.52,3.25,2.85,3.84,1.21,1.01,0.84,0.97,0.6,0.9,0.57,0.71,0.9,0.77
h_0,2.38,2.86,2.6,2.59,2.49,2.25,1.29,1.13,1.02,0.93,0.93,0.93,0.83,0.95,0.72,0.76
e_0,2.74,3.79,3.37,2.92,2.7,1.92,1.18,0.84,0.98,1.1,1.05,0.5,0.93,1.04,0.55,0.62
g_0,2.76,2.79,2.66,2.66,2.65,2.31,0.98,1.47,1.03,1.16,0.98,0.93,1.0,0.76,1.1,0.95
