,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.9,0.37,0.28,0.36,0.25,0.19,0.25,0.51,0.28,0.24,0.25,0.22,0.29,0.16,0.23,0.09
f_1,0.56,0.91,0.31,0.27,0.24,0.14,0.28,0.32,0.28,0.25,0.26,0.14,0.26,0.15,0.22,0.12
d_1,0.34,0.36,0.91,0.27,0.24,0.18,0.3,0.16,0.52,0.21,0.32,0.23,0.25,0.19,0.26,0.16
c_1,0.3,0.32,0.28,0.9,0.49,0.19,0.24,0.3,0.18,0.2,0.18,0.2,0.27,0.14,0.23,0.18
b_1,0.3,0.28,0.34,0.32,0.89,0.39,0.29,0.28,0.25,0.2,0.18,0.22,0.25,0.15,0.24,0.17
a_1,0.28,0.33,0.31,0.35,0.28,0.88,0.35,0.3,0.31,0.23,0.28,0.26,0.3,0.17,0.22,0.19
h_1,0.33,0.47,0.4,0.31,0.28,0.16,0.62,0.32,0.34,0.36,0.29,0.23,0.17,0.2,0.32,0.19
d_0,0.32,0.36,0.25,0.56,0.32,0.2,0.31,0.51,0.21,0.3,0.26,0.24,0.31,0.16,0.26,0.2
c_0,0.34,0.37,0.41,0.26,0.27,0.21,0.36,0.31,0.52,0.29,0.57,0.28,0.27,0.29,0.28,0.21
g_1,0.36,0.36,0.47,0.3,0.25,0.15,0.32,0.32,0.32,0.61,0.3,0.37,0.24,0.18,0.21,0.22
b_0,0.4,0.4,0.35,0.32,0.22,0.17,0.32,0.3,0.34,0.31,0.51,0.27,0.35,0.43,0.26,0.2
f_0,0.3,0.32,0.37,0.35,0.32,0.22,0.4,0.32,0.33,0.27,0.33,0.49,0.3,0.25,0.31,0.41
h_0,0.36,0.5,0.37,0.31,0.29,0.19,0.23,0.31,0.32,0.35,0.26,0.24,0.24,0.21,0.35,0.15
a_0,0.39,0.37,0.39,0.37,0.33,0.13,0.37,0.3,0.32,0.33,0.32,0.23,0.31,0.48,0.31,0.18
g_0,0.32,0.28,0.6,0.33,0.29,0.15,0.3,0.27,0.35,0.2,0.3,0.37,0.28,0.18,0.19,0.18
e_0,0.27,0.39,0.43,0.31,0.28,0.23,0.38,0.26,0.37,0.33,0.3,0.28,0.36,0.22,0.33,0.41
