,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.51,0.69,0.67,0.81,0.62,0.51,0.8,1.4,0.8,0.77,0.76,0.76,0.9,0.62,0.86,0.38
f_1,1.04,1.53,0.64,0.63,0.63,0.52,0.71,0.77,0.85,0.78,0.82,0.47,0.73,0.72,0.88,0.64
d_1,0.71,0.84,1.54,0.69,0.53,0.54,0.85,0.54,1.26,0.58,0.95,0.81,0.79,0.72,0.69,0.63
c_1,0.65,0.75,0.6,1.56,1.11,0.56,0.72,0.75,0.38,0.7,0.56,0.73,0.9,0.53,0.77,0.73
b_1,0.72,0.66,0.8,0.57,1.59,0.98,0.79,0.75,0.86,0.73,0.47,0.72,0.84,0.67,0.8,0.69
a_1,0.73,0.71,0.85,0.81,0.58,1.74,0.96,0.83,0.9,0.78,1.05,0.87,0.97,0.62,0.88,0.76
h_1,0.79,1.17,1.03,0.87,0.79,0.66,1.73,1.11,1.07,1.25,1.0,0.81,0.71,0.86,1.3,0.85
d_0,0.74,0.98,0.69,1.49,0.99,0.7,1.07,1.58,0.87,1.14,1.08,0.96,1.23,0.75,1.09,0.96
c_0,0.87,0.98,0.94,0.8,0.75,0.78,1.21,1.2,1.6,1.11,1.87,1.12,1.05,1.24,1.12,0.97
g_1,0.98,0.92,1.28,0.87,0.78,0.62,0.95,1.04,1.06,1.79,1.02,1.53,0.98,0.81,0.84,0.95
b_0,1.0,1.01,0.97,1.07,0.69,0.57,1.03,1.06,0.95,1.08,1.66,1.06,1.48,1.63,1.06,1.0
f_0,0.85,0.91,1.06,1.04,1.01,0.88,1.42,1.15,1.09,0.91,1.23,1.71,1.33,1.0,1.09,1.62
h_0,1.0,1.33,1.09,0.95,0.93,0.7,0.92,1.18,1.22,1.35,0.97,1.11,0.97,1.0,1.46,0.79
a_0,1.13,0.95,1.01,1.12,0.96,0.54,1.34,1.2,1.09,1.21,1.14,1.04,1.36,1.78,1.26,0.94
g_0,1.0,0.83,1.65,1.03,0.96,0.64,1.04,1.08,1.22,0.83,1.23,1.61,1.12,0.92,0.88,0.9
e_0,0.76,1.11,1.15,1.01,0.99,0.88,1.35,1.02,1.21,1.19,1.2,0.98,1.61,1.11,1.48,1.72
