,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.53,1.4,0.94,1.01,0.84,0.74,1.11,1.04,1.0,1.23,1.03,0.86,1.14,0.95,1.08,0.77
e_1,1.03,1.53,0.85,1.23,0.93,0.79,1.22,1.13,1.12,1.8,1.19,1.16,1.3,1.11,1.14,0.84
d_1,1.13,1.08,1.56,0.88,0.84,0.76,1.21,1.04,1.79,1.0,1.39,1.21,1.31,1.08,1.11,0.97
c_1,1.02,0.93,1.11,1.59,1.49,0.84,1.2,1.09,0.9,1.0,0.93,1.15,1.27,1.07,1.1,0.97
b_1,1.1,1.02,1.21,0.87,1.66,1.45,1.21,1.09,1.27,1.14,1.04,1.08,1.36,0.91,1.4,1.06
a_1,1.19,1.15,1.27,1.03,0.89,1.79,1.3,1.16,1.35,1.15,1.45,1.2,1.53,0.93,1.5,1.18
h_1,1.49,1.27,1.35,1.23,1.16,0.95,1.86,1.6,1.32,1.36,1.39,1.42,1.49,1.14,1.77,1.23
g_1,1.31,1.22,1.62,1.28,1.22,1.05,1.31,1.96,1.42,1.22,1.37,1.74,1.49,1.22,1.24,1.45
c_0,1.55,1.41,1.18,1.27,1.04,1.02,1.68,1.48,1.86,1.53,2.29,1.64,1.82,1.61,1.62,1.44
d_0,1.32,1.12,1.15,1.96,1.35,1.05,1.46,1.41,1.24,1.82,1.34,1.54,1.66,1.1,1.39,1.26
b_0,1.56,1.41,1.14,1.44,1.03,0.84,1.68,1.54,1.34,1.69,1.86,1.58,1.9,2.3,1.66,1.46
f_0,1.34,1.18,1.43,1.42,1.33,1.24,1.68,1.38,1.56,1.56,1.56,1.93,1.65,1.38,1.35,2.23
h_0,1.74,1.38,1.4,1.37,1.06,1.08,1.47,1.72,1.55,1.49,1.47,1.46,1.47,1.37,1.86,1.22
a_0,1.55,1.33,1.42,1.42,1.44,1.02,1.79,1.51,1.54,1.74,1.2,1.68,1.82,1.9,1.63,1.54
g_0,1.41,1.34,1.88,1.42,1.13,1.01,1.49,1.49,1.73,1.57,1.64,2.13,1.77,1.47,1.54,1.4
e_0,1.63,1.32,1.48,1.42,1.27,1.26,1.6,1.32,1.46,1.66,1.69,1.46,1.91,1.45,1.74,1.99
