,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.94,0.43,0.3,0.5,0.41,0.27,0.35,0.26,0.46,0.24,0.24,0.25,0.25,0.18,0.12,0.2
f_1,0.68,0.94,0.4,0.4,0.3,0.26,0.23,0.22,0.22,0.25,0.11,0.23,0.21,0.17,0.14,0.16
d_1,0.49,0.47,0.94,0.37,0.39,0.29,0.29,0.25,0.15,0.41,0.23,0.26,0.26,0.19,0.16,0.17
c_1,0.37,0.42,0.46,0.94,0.66,0.26,0.3,0.21,0.24,0.12,0.24,0.2,0.25,0.19,0.18,0.22
b_1,0.42,0.45,0.47,0.3,0.94,0.51,0.25,0.26,0.27,0.27,0.28,0.14,0.25,0.15,0.19,0.22
a_1,0.5,0.53,0.54,0.46,0.35,0.94,0.36,0.32,0.29,0.3,0.27,0.3,0.29,0.12,0.25,0.23
h_1,0.6,0.91,0.7,0.63,0.62,0.43,0.75,0.46,0.42,0.33,0.3,0.37,0.25,0.25,0.29,0.41
g_1,0.63,0.64,0.89,0.77,0.69,0.39,0.47,0.74,0.33,0.4,0.52,0.35,0.3,0.28,0.26,0.2
d_0,0.61,0.82,0.54,1.16,0.59,0.49,0.5,0.47,0.65,0.36,0.38,0.39,0.39,0.29,0.29,0.35
c_0,0.88,0.82,0.64,0.58,0.54,0.53,0.57,0.42,0.46,0.62,0.43,0.67,0.41,0.37,0.25,0.34
f_0,0.58,0.68,0.78,0.8,0.83,0.53,0.6,0.43,0.49,0.34,0.65,0.35,0.46,0.31,0.58,0.38
b_0,0.73,0.84,0.74,0.9,0.61,0.37,0.46,0.49,0.51,0.41,0.48,0.66,0.45,0.6,0.33,0.36
h_0,0.78,1.0,0.82,0.71,0.69,0.51,0.36,0.68,0.55,0.44,0.44,0.44,0.31,0.38,0.3,0.44
a_0,0.88,0.85,0.78,0.84,0.91,0.28,0.58,0.59,0.47,0.49,0.51,0.33,0.45,0.63,0.34,0.51
e_0,0.59,1.04,1.03,0.79,0.72,0.54,0.64,0.53,0.5,0.58,0.36,0.46,0.58,0.35,0.6,0.35
g_0,0.74,0.86,1.34,0.76,0.75,0.64,0.49,0.46,0.43,0.48,0.66,0.44,0.45,0.26,0.47,0.32
