,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.44,0.99,1.0,1.23,1.21,1.12,0.26,0.31,0.22,0.25,0.22,0.33,0.11,0.2,0.21,0.23
e_1,0.7,0.43,1.36,1.29,1.21,1.05,0.34,0.43,0.25,0.26,0.25,0.34,0.18,0.28,0.18,0.36
d_1,1.31,1.57,0.41,1.15,1.01,0.9,0.33,0.22,0.23,0.43,0.25,0.22,0.16,0.23,0.1,0.22
c_1,1.24,0.95,1.48,0.4,1.32,1.46,0.36,0.32,0.37,0.15,0.26,0.24,0.18,0.27,0.18,0.23
b_1,1.59,1.52,1.51,0.75,0.37,1.3,0.38,0.41,0.42,0.26,0.49,0.28,0.24,0.29,0.25,0.29
a_1,1.95,1.74,1.69,1.86,0.76,0.31,0.5,0.49,0.37,0.36,0.49,0.29,0.25,0.5,0.24,0.3
h_1,2.13,2.06,2.07,2.01,2.03,1.95,0.31,0.61,0.39,0.48,0.42,0.42,0.4,0.39,0.32,0.42
g_1,2.63,2.31,2.2,2.38,2.46,2.42,0.5,0.28,0.53,0.52,0.51,0.47,0.29,0.46,0.4,0.54
c_0,2.94,2.71,1.35,4.05,2.75,2.2,0.73,0.71,0.32,0.69,0.51,0.46,0.35,0.48,0.29,0.42
d_0,2.49,1.45,3.36,2.74,2.41,2.81,0.77,0.89,0.62,0.34,0.53,0.54,0.38,0.47,0.37,0.47
b_0,2.6,2.49,1.88,3.63,3.78,2.08,0.68,0.75,0.28,0.63,0.31,0.54,0.34,0.66,0.32,0.43
f_0,4.4,2.76,2.34,2.47,2.86,2.45,0.76,0.53,0.5,0.49,0.51,0.3,0.37,0.44,0.24,0.45
h_0,3.06,2.88,2.71,3.09,2.84,2.44,1.03,0.87,0.59,0.69,0.55,0.69,0.65,0.52,0.39,0.5
a_0,3.47,2.72,2.77,3.01,4.43,4.26,0.97,0.83,0.55,0.73,0.34,0.63,0.42,0.3,0.4,0.65
g_0,3.97,3.39,3.16,3.76,2.94,2.4,0.7,1.26,0.54,0.8,0.61,0.73,0.34,0.69,0.55,0.58
e_0,4.22,4.13,3.23,3.18,3.32,2.82,0.85,0.72,0.61,0.69,0.6,0.32,0.49,0.55,0.51,0.27
