,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,9650.99,2577.37,2375.04,5484.7,9118.6,48897.45,2825639.49,15248129.14,10182179.54,8088012.06,15578393.5,31899833.1,78590599.2,98386075.53,172098825.66,71251633.76
f_1,3906.03,11161.32,2486.42,3954.94,7959.59,39433.3,2874817.17,8938323.54,8218673.84,8436620.14,13098039.16,13225953.61,77727347.6,92624185.79,163526419.91,114384229.53
d_1,1884.48,2964.97,11607.15,3069.1,8793.37,47284.77,2749488.23,5002243.62,16631739.65,10429268.57,19275445.19,36183922.29,100580240.46,120370082.62,192858453.41,241547355.83
c_1,2000.09,2394.01,2201.16,22389.38,17360.64,55920.16,2767697.82,9184858.32,2431997.96,6003221.86,10572135.29,34781203.59,78250538.96,87227139.43,173796841.91,216965312.72
b_1,2348.27,2594.85,2059.81,5347.6,59321.68,82643.39,2268820.47,7947994.34,7121640.02,5430144.88,4505437.52,30341713.69,96555796.03,84466838.96,130520883.41,201400190.87
a_1,2103.51,2325.49,3211.94,3974.64,11010.83,445031.45,3101503.63,8105478.04,7432462.27,6938553.28,17934332.12,28534632.4,108746167.07,29187906.31,152458510.43,183568803.39
h_1,2707.84,4079.56,3281.44,5256.45,9554.67,42450.44,9379287.18,8357915.38,10017190.52,13192402.92,20636233.58,37507977.81,50812430.35,120533255.54,270773832.97,298863576.49
d_0,2414.68,3276.7,1611.61,10252.35,11407.64,63125.14,3217079.51,20097798.8,9903416.7,10919233.7,20216040.98,38394333.48,119575466.94,124334345.44,171066543.02,232173073.74
c_0,2854.48,3314.0,3731.97,2779.06,8629.84,45034.37,3523349.62,11110701.08,21249765.99,12253239.98,39536846.66,44879110.84,133459414.1,179676902.66,214229368.69,260463505.13
g_1,2383.46,2519.06,5323.94,5297.74,9301.5,39244.21,3022838.03,8293232.59,12919986.12,33868136.27,18838445.71,51128699.66,109180640.27,139333738.29,133622619.29,255877784.5
b_0,1939.32,4065.23,3498.14,5828.93,5582.99,38667.72,4120897.57,11752999.68,12013627.67,10644637.15,42766341.56,48723234.54,126337788.68,261865743.29,205511217.1,259070335.14
f_0,1870.97,2047.32,3906.74,6083.35,12035.42,61410.51,4314305.66,10361298.96,11973116.26,12500780.18,18292209.9,97253887.12,114272859.85,125447146.59,218523157.04,575632511.35
h_0,2499.52,4250.24,3500.28,5502.81,13030.77,56731.9,1841838.15,9524883.63,11457905.05,13513627.38,17858414.91,33417780.69,65836761.1,121963514.25,272752337.62,230059772.52
a_0,2427.68,3415.35,4198.58,4105.83,10300.83,22729.37,3212138.33,12592316.04,12961567.13,10027002.44,25060757.13,52924642.7,109607301.27,385272552.23,183295014.44,309048470.66
g_0,2300.2,3081.34,5251.48,5059.87,11919.45,53839.58,3585511.48,9248718.92,8830074.4,6279739.37,19010748.57,65054487.25,114622686.43,69884089.62,97782177.76,268714802.04
e_0,1422.23,3263.97,4150.64,5138.22,13985.64,61933.77,4825727.91,10222847.24,8046707.23,11231102.09,20137525.46,43048669.97,94384776.85,111541673.56,215803415.94,709511214.59
