,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.28,1.45,0.83,0.86,0.67,0.54,1.35,1.38,1.53,1.36,1.4,1.03,1.95,1.33,1.55,0.83
e_1,0.87,2.32,0.69,0.98,0.83,0.7,1.55,1.27,3.11,1.6,1.75,1.68,1.91,1.18,1.89,1.02
d_1,0.94,0.73,2.44,0.7,0.73,0.61,1.74,1.49,1.1,3.01,2.14,1.58,2.34,1.67,1.96,1.5
c_1,0.96,0.82,0.7,2.49,1.34,0.72,1.47,1.27,1.51,1.03,1.09,1.61,2.03,1.55,1.67,1.3
b_1,0.94,0.81,0.75,0.8,2.66,1.31,1.51,1.27,1.68,1.38,0.97,1.44,2.47,1.0,2.1,1.32
a_1,1.03,0.8,0.93,0.8,0.82,3.06,1.51,1.48,1.58,1.98,1.76,1.59,2.6,0.9,1.78,1.17
h_1,1.33,0.91,1.02,0.87,0.69,0.55,3.25,2.1,1.9,1.79,1.85,1.48,1.55,1.59,2.59,1.57
g_1,0.93,0.8,1.38,0.87,0.77,0.67,1.7,3.57,1.64,1.76,1.8,2.27,2.06,1.67,1.56,1.49
d_0,0.95,0.88,0.58,1.71,0.8,0.71,1.68,1.2,2.94,1.22,1.94,1.58,2.18,1.54,1.84,1.76
c_0,1.12,0.84,1.11,0.73,0.53,0.62,1.98,1.8,1.84,3.18,3.61,1.69,2.73,2.04,2.52,1.99
b_0,1.1,0.89,1.1,0.95,0.5,0.55,1.96,1.77,1.9,2.04,3.29,1.73,2.55,3.38,2.14,1.95
f_0,0.78,0.73,1.12,0.96,0.88,0.72,1.89,1.72,2.09,2.14,2.13,3.46,2.44,1.85,2.69,3.54
h_0,1.32,0.92,0.99,0.89,0.79,0.68,1.22,1.92,1.59,1.72,1.84,1.61,1.73,1.8,2.87,1.45
a_0,1.24,0.81,1.03,0.95,0.8,0.4,2.01,1.56,1.8,1.86,1.89,1.85,2.68,3.45,2.45,2.14
g_0,0.86,0.77,1.4,0.91,0.78,0.66,1.42,1.08,1.71,1.92,2.01,2.96,2.48,1.63,1.9,1.95
e_0,1.21,0.81,0.91,1.09,0.74,0.63,1.84,1.68,1.96,1.8,1.94,1.68,2.99,2.19,2.49,3.61
