,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.95,1.77,1.75,1.98,1.77,0.53,0.68,0.35,0.42,0.34,0.51,0.29,0.32,0.68,0.28
f_1,1.62,0.43,1.5,1.75,1.68,1.83,0.36,0.58,0.33,0.38,0.32,0.55,0.16,0.34,0.35,0.25
d_1,1.92,1.75,0.43,2.3,1.8,1.43,0.44,0.27,0.31,0.95,0.37,0.31,0.24,0.26,0.33,0.17
c_1,1.47,1.93,2.49,0.41,1.78,1.49,0.51,0.66,0.71,0.19,0.46,0.33,0.3,0.39,0.33,0.3
b_1,2.0,2.45,2.45,0.92,0.38,2.43,0.61,0.64,0.58,0.41,0.81,0.47,0.34,0.4,0.4,0.32
a_1,2.43,2.82,2.71,3.54,1.08,0.31,0.91,0.74,0.51,0.65,0.68,0.56,0.43,1.06,0.52,0.43
h_1,2.7,2.88,2.33,3.28,2.73,2.49,0.33,0.76,0.56,0.6,0.55,0.53,0.6,0.53,0.53,0.36
g_1,3.14,3.51,2.74,3.66,3.21,3.39,0.67,0.29,0.59,0.66,0.69,0.58,0.37,0.65,0.55,0.63
c_0,3.19,3.18,1.72,6.72,3.25,3.82,0.95,0.81,0.38,0.89,0.63,0.61,0.44,0.55,0.62,0.45
d_0,1.7,3.34,5.52,2.91,3.92,2.82,1.18,1.23,0.74,0.37,0.59,0.56,0.47,0.64,0.56,0.55
b_0,3.03,3.24,2.44,4.16,5.8,3.09,0.96,1.1,0.38,0.78,0.35,0.59,0.54,0.64,0.56,0.43
f_0,3.36,5.76,3.01,3.46,4.21,3.25,1.17,0.59,0.65,0.69,0.64,0.34,0.47,0.73,0.69,0.3
h_0,3.64,3.87,3.86,4.13,4.0,2.74,1.87,1.03,0.71,0.86,0.72,0.72,0.8,0.71,0.69,0.64
a_0,4.18,4.57,3.75,3.99,5.62,7.78,1.12,1.29,0.74,0.79,0.46,0.87,0.54,0.35,0.72,0.51
e_0,7.25,6.69,3.86,4.28,3.92,3.98,1.17,1.19,0.77,0.78,0.76,0.37,0.51,1.01,0.3,0.55
g_0,4.15,4.7,4.23,4.81,4.08,3.83,0.85,1.9,0.81,0.95,0.9,0.96,0.46,0.85,0.81,0.85
