,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.77,0.95,0.85,0.77,0.56,0.5,0.6,0.46,0.41,0.53,0.4,0.28,0.32,0.32,
f_1,1.29,1.0,1.03,1.04,0.67,0.89,0.46,0.5,0.38,0.45,0.32,,0.31,0.32,0.34,0.29
d_1,1.06,0.97,1.0,0.92,0.88,0.58,0.45,,0.57,0.34,0.4,0.39,0.39,0.37,0.29,0.28
c_1,1.18,0.96,1.09,1.0,0.95,0.99,0.48,0.4,,0.41,0.4,0.5,0.34,0.42,0.33,0.39
b_1,1.3,1.5,1.13,1.05,1.0,0.79,0.59,0.43,0.54,0.56,,0.44,0.45,,0.3,0.35
a_1,1.78,1.12,1.71,1.01,1.26,1.0,0.77,0.66,0.67,,,,0.62,,0.41,
h_1,2.01,2.18,2.21,2.1,1.69,1.3,1.0,0.8,0.99,1.24,0.63,0.73,,,0.78,0.44
d_0,1.65,2.0,,2.51,2.32,1.51,1.24,1.0,0.97,0.99,1.14,0.8,0.93,0.64,0.73,0.69
c_0,2.19,2.61,1.77,,1.85,1.49,1.01,1.03,1.0,0.98,1.24,0.74,0.72,0.72,0.88,
g_1,2.42,2.23,2.94,2.46,1.78,,0.81,1.01,1.02,1.0,0.88,0.84,0.85,0.81,,0.58
b_0,1.9,3.16,2.47,2.48,,,1.58,0.88,0.81,1.14,1.0,1.09,0.96,1.06,0.67,0.63
f_0,2.5,,2.55,2.0,2.26,,1.37,1.25,1.36,1.19,0.92,1.0,1.08,0.79,0.58,
h_0,3.53,3.22,2.57,2.92,2.25,1.62,,1.07,1.39,1.18,1.04,0.92,,1.09,1.31,
a_0,3.13,3.16,2.73,2.38,,,,1.57,1.4,1.23,0.95,1.27,0.92,1.0,,
g_0,3.13,2.98,3.49,3.03,3.31,2.42,1.28,1.37,1.14,,1.49,1.72,0.76,,,0.98
e_0,,3.45,3.59,2.59,2.89,,2.26,1.45,,1.71,1.6,,,,1.02,1.0
