,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.51,1.11,0.63,0.58,0.63,0.46,0.68,0.71,0.71,0.77,0.7,0.54,0.81,0.71,0.73,0.44
e_1,0.65,1.52,0.68,0.82,0.66,0.61,0.81,0.67,0.83,1.35,0.75,0.84,0.92,0.7,0.87,0.49
d_1,0.86,0.66,1.53,0.58,0.6,0.56,0.78,0.79,1.31,0.6,0.9,0.74,0.85,0.66,0.76,0.68
c_1,0.76,0.61,0.78,1.57,1.02,0.46,0.71,0.6,0.39,0.65,0.61,0.78,0.64,0.56,0.8,0.61
b_1,0.67,0.72,0.74,0.61,1.6,0.93,0.93,0.72,0.89,0.76,0.58,0.72,0.96,0.51,0.79,0.66
a_1,0.94,0.69,0.79,0.77,0.56,1.74,0.87,0.8,0.73,0.91,1.03,0.9,1.08,0.56,0.82,0.87
h_1,1.22,0.77,1.05,0.9,0.73,0.67,1.73,1.2,1.12,1.04,1.07,0.89,0.86,0.84,1.41,0.93
g_1,0.76,0.9,1.35,0.97,0.84,0.67,0.94,1.81,1.07,0.86,1.06,1.42,1.0,0.86,0.85,0.9
c_0,1.05,0.92,0.87,0.71,0.76,0.95,1.12,1.11,1.59,1.22,1.81,1.3,1.2,1.1,1.18,1.03
d_0,0.91,0.82,0.64,1.69,0.95,0.7,1.03,1.15,0.85,1.56,1.06,1.05,1.04,0.92,1.05,0.99
b_0,1.07,0.89,0.91,1.11,0.67,0.73,1.12,1.19,1.01,1.13,1.68,1.14,1.23,1.74,1.21,1.16
f_0,0.67,0.79,1.0,0.98,0.92,0.97,1.33,0.96,1.11,1.19,1.21,1.67,1.22,1.04,1.08,1.8
h_0,1.31,0.92,1.05,1.0,0.88,0.78,0.93,1.32,1.17,1.18,1.11,1.2,0.9,1.14,1.48,0.75
a_0,0.95,0.97,1.23,1.03,1.0,0.56,1.36,1.27,1.1,1.1,1.06,1.19,1.35,1.77,1.28,0.94
g_0,0.95,0.92,1.41,0.99,0.88,0.88,1.15,0.98,1.18,1.16,1.1,1.51,1.12,1.03,0.92,1.28
e_0,1.19,0.66,1.1,1.18,0.99,0.85,1.25,1.18,1.15,1.15,1.09,1.01,1.59,1.14,1.03,1.78
