,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.07,10.94,8.16,10.09,9.2,6.4,2.61,3.36,2.22,2.53,3.37,,1.57,1.88,2.45,1.53
e_1,5.33,1.07,9.33,10.43,7.66,8.4,3.02,5.22,3.21,2.7,2.6,2.97,2.15,2.19,,1.81
d_1,11.18,10.78,1.07,8.94,8.64,8.1,4.02,2.21,,3.42,2.36,2.86,2.1,2.6,3.02,1.5
c_1,9.23,9.48,10.54,1.07,11.19,8.1,4.04,4.16,2.0,,2.83,1.92,2.42,2.61,2.7,2.21
b_1,10.96,11.99,11.66,6.5,1.07,11.55,4.91,2.61,3.21,4.84,,2.79,2.16,2.29,3.01,2.89
a_1,21.35,13.35,14.91,16.4,8.85,1.07,5.34,,4.56,4.22,4.42,,2.45,,3.73,
h_1,14.25,15.39,12.28,13.86,10.49,11.78,1.41,5.09,4.16,4.05,4.51,3.54,,2.8,3.42,3.0
g_1,19.9,18.04,23.78,12.42,19.87,,4.86,1.41,4.49,4.52,4.36,5.84,3.13,,3.65,
d_0,17.61,9.33,,14.79,13.28,12.42,5.41,6.94,1.73,4.1,4.81,3.7,2.96,3.79,4.31,3.22
c_0,15.65,15.14,9.34,,13.24,14.2,4.72,4.64,5.8,1.78,6.09,3.51,4.6,4.4,2.87,2.99
b_0,13.97,16.84,16.45,19.04,,12.98,6.33,5.56,4.83,2.57,1.69,5.0,4.06,5.29,3.73,2.68
f_0,,21.1,18.19,23.77,19.42,,5.7,3.78,5.03,6.72,4.88,1.75,3.72,,4.33,2.81
h_0,15.71,15.52,14.99,13.01,17.34,16.38,,6.05,5.96,3.68,4.18,4.37,,3.97,3.69,3.92
a_0,30.77,20.9,23.36,23.02,21.48,,10.0,,5.64,6.02,3.1,,6.56,1.8,,5.19
e_0,26.01,,20.05,21.97,20.33,19.76,8.65,8.89,7.95,6.72,8.32,4.74,5.62,,1.72,4.82
g_0,29.37,21.71,21.97,21.3,21.41,,7.07,,4.85,6.07,7.76,5.04,3.17,5.03,5.35,
