,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.19,1.47,1.79,1.59,1.6,1.68,0.36,0.6,0.29,0.31,0.32,1.21,0.15,0.27,0.33,0.28
e_1,0.91,0.18,1.68,1.92,1.77,2.12,0.5,0.62,0.37,0.36,0.31,0.42,0.26,0.4,1.62,0.29
d_1,1.54,2.13,0.15,1.64,1.76,1.82,0.54,0.29,0.3,1.97,0.31,0.33,0.21,0.29,0.24,0.14
c_1,1.56,1.45,1.93,0.15,1.34,1.95,0.5,0.56,1.3,0.18,0.42,0.44,0.26,0.25,0.42,0.21
b_1,2.15,1.62,1.8,0.86,0.13,1.39,0.49,0.45,0.43,0.33,1.47,0.41,0.23,0.41,0.55,0.26
a_1,1.88,2.03,1.42,1.81,0.96,0.09,0.57,0.47,0.41,0.44,0.5,0.23,0.23,1.69,0.33,0.29
h_1,0.84,0.91,0.86,1.1,1.26,0.79,0.06,0.38,0.18,0.18,0.16,0.18,0.66,0.21,0.17,0.13
g_1,1.11,1.46,0.79,0.97,0.89,0.76,0.18,0.05,0.17,0.25,0.15,0.17,0.13,0.25,0.13,0.3
c_0,1.05,1.0,0.46,4.11,0.98,0.82,0.28,0.2,0.07,0.26,0.18,0.22,0.15,0.19,0.21,0.17
d_0,1.09,0.46,3.09,1.06,1.07,0.78,0.3,0.46,0.18,0.07,0.22,0.17,0.19,0.2,0.14,0.15
b_0,1.16,0.91,0.77,1.1,2.76,0.66,0.22,0.21,0.1,0.2,0.06,0.15,0.14,0.19,0.18,0.12
f_0,3.02,0.87,0.84,0.9,0.96,0.84,0.32,0.12,0.13,0.24,0.16,0.05,0.14,0.22,0.15,0.1
h_0,0.94,0.83,0.95,0.95,0.94,0.97,,0.29,0.18,0.16,0.18,0.14,0.49,0.16,0.17,0.13
a_0,1.05,0.75,1.01,0.92,1.12,,0.21,0.26,0.21,0.19,0.11,0.19,0.14,0.05,0.12,0.12
e_0,1.54,2.33,1.1,0.68,0.9,0.99,0.23,0.23,0.18,0.17,0.15,0.06,0.13,0.27,0.04,0.1
g_0,1.07,0.75,0.84,1.18,1.03,0.87,0.2,0.58,0.16,0.21,0.21,0.2,0.13,0.19,0.27,
