,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10741.49,3122.21,3222.0,7917.21,8010.24,26083.67,3171098.84,8565813.75,10497587.21,22253352.8,17935757.15,44681788.88,132323890.7,100732244.72,97051907.16,294395675.07
f_1,4923.2,11887.44,3594.73,6278.94,6309.14,20442.21,3519065.39,6039128.48,10027009.85,11620350.48,15996182.15,14181121.34,114913836.21,98104699.94,136784368.59,239489180.7
d_1,2359.71,3279.97,16484.0,4363.65,9165.55,34980.35,3200386.09,8578173.63,23786138.96,6439675.66,18329071.77,38477245.09,165936343.77,110782102.63,180671937.74,248129837.66
c_1,2586.04,2994.89,3842.05,27379.75,15949.62,23951.38,2820133.56,6629948.37,4326638.63,12042770.74,10335358.78,46302157.27,114295704.84,94824556.74,189262276.93,278140268.57
b_1,2262.35,2827.14,4312.19,5696.43,40364.54,64341.17,3490160.61,6647603.79,10501385.58,10620655.08,6609474.26,44741290.28,149381178.52,58799780.1,167479468.25,264624698.66
a_1,2798.7,3474.06,4139.52,5428.95,6996.26,207422.89,3911240.48,7642180.57,13613956.45,13621344.87,16377550.1,39918464.89,142827513.18,61177807.41,162119820.66,315643385.96
h_1,3463.02,5241.69,4437.27,7167.44,7849.35,36523.96,10057415.7,12945994.54,15207338.79,13642425.52,20287848.88,45597268.18,85823063.93,125908487.49,167500521.61,391259054.24
g_1,2590.48,3096.42,7731.7,7793.05,8991.91,36437.65,3675441.38,26801750.16,14893764.29,12640747.03,18571621.89,79212287.9,179560786.66,116289946.5,199733815.26,197783780.84
c_0,3635.21,3784.98,5498.4,4920.06,6800.45,44104.03,4486508.97,8276675.31,28801123.28,16287441.79,40960318.57,52285870.6,162882613.28,136473482.33,214816550.13,332555464.97
d_0,3935.83,3831.14,2209.4,14094.5,9595.02,28441.2,4076779.29,9605363.62,10720544.0,28975515.43,22424816.23,54827226.3,157071129.14,101847355.93,198060755.47,368669211.74
b_0,3166.32,4019.18,5692.7,7333.37,5133.08,31514.64,4626179.6,11577617.89,15868848.34,14331298.29,39738525.01,57824212.95,176230862.55,274092363.13,211157740.97,321200409.28
f_0,2894.57,2436.99,5737.82,8533.82,9903.61,45163.97,4181016.87,11702643.53,14500871.43,14623499.59,23511463.02,100006899.5,190699112.11,122382864.84,357284723.27,303722634.86
h_0,3558.18,4957.83,6115.47,7685.97,7658.16,31489.33,2674785.15,11814962.81,14470528.53,14079954.17,21329006.95,42553147.65,111871061.45,91016589.85,198762419.98,471664400.01
a_0,3503.83,3813.5,5398.69,6532.91,11260.6,17668.57,4347672.32,11460230.96,15999439.86,17489460.65,22821473.94,54189170.47,191348921.58,300669672.99,176092182.03,345258470.3
e_0,2097.32,4270.18,4702.88,9115.77,10407.04,35924.44,4863352.75,9475366.22,16334856.07,19940333.34,19514658.29,49250121.9,174973252.64,110325567.1,529099963.04,389996187.57
g_0,2825.61,3363.49,7446.49,8702.11,10061.28,34730.88,3235924.59,6827837.42,14696770.54,13494479.4,23897307.58,85949740.05,135407501.57,140038392.84,178609264.39,211332632.54
