,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,0.93,0.07,0.1,0.11,0.11,0.05,0.07,0.06,0.1,0.07,0.06,0.06,0.05,,0.07,0.04
f_1,0.18,0.93,0.09,0.09,0.09,0.06,0.08,0.06,0.07,0.07,,0.06,0.07,0.04,0.03,0.04
d_1,0.1,0.11,0.93,0.09,0.09,0.06,0.06,0.04,,0.11,0.06,0.07,0.06,0.05,0.05,0.05
c_1,0.09,0.12,0.11,0.93,0.13,0.08,0.06,0.06,0.07,,0.06,0.06,0.06,0.04,0.05,0.05
b_1,0.11,0.12,0.12,0.1,0.93,0.1,0.07,0.07,0.06,0.07,0.06,,0.08,0.05,0.04,
a_1,0.15,0.11,0.11,0.09,0.1,0.93,0.09,0.07,0.08,0.09,0.07,0.07,0.05,,0.07,
h_1,0.33,0.39,0.29,0.28,0.23,0.2,0.71,0.17,0.18,0.19,0.17,0.17,,0.11,0.17,0.09
g_1,0.23,0.25,0.49,0.3,0.25,0.19,0.24,0.71,0.17,0.15,0.19,0.21,0.16,0.12,,0.13
d_0,0.31,0.36,,0.59,0.38,0.23,0.24,0.25,0.56,0.19,0.21,0.17,0.25,,0.18,0.13
c_0,0.36,0.37,0.27,,0.29,0.21,0.21,0.21,0.26,0.56,0.26,0.39,0.2,0.15,0.18,0.17
f_0,0.38,,0.39,0.35,0.42,0.23,0.18,0.24,0.25,0.2,0.59,0.13,0.19,0.31,0.15,0.17
b_0,0.41,0.36,0.31,0.33,,0.26,0.25,0.19,0.24,0.16,0.32,0.57,0.25,0.16,0.21,0.25
h_0,0.57,0.5,0.41,0.53,0.33,0.32,,0.4,0.24,0.31,0.28,0.25,,0.18,0.36,0.18
e_0,,0.4,0.35,0.42,0.36,,0.32,0.31,,0.26,0.15,0.23,0.28,0.59,0.18,0.17
g_0,0.34,0.65,0.66,0.45,0.45,0.43,0.37,,0.33,0.33,0.41,0.16,0.24,0.21,,
a_0,0.38,0.49,0.39,0.34,,,0.31,0.26,0.29,0.23,0.21,0.18,0.3,0.2,,0.56
