,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.09,2.36,2.04,2.72,2.25,2.22,0.51,0.69,0.49,0.56,0.44,0.55,0.43,0.25,0.44,0.39
e_1,1.59,1.09,2.58,2.58,2.89,2.3,0.72,0.84,0.55,0.54,0.53,0.63,0.54,0.36,0.9,0.39
d_1,2.61,3.08,1.08,2.58,2.36,2.14,0.58,0.5,0.46,0.73,0.47,0.44,0.44,0.32,0.44,0.22
c_1,2.7,2.19,3.07,1.09,2.39,2.15,0.76,0.71,0.79,0.34,0.57,0.49,0.52,0.38,0.46,0.38
b_1,3.15,2.79,3.11,1.67,1.1,2.97,0.94,0.93,0.91,0.57,0.94,0.54,0.53,0.51,0.66,0.44
a_1,4.27,4.31,4.11,4.33,2.48,1.13,1.5,1.4,0.92,1.14,1.2,0.95,1.33,0.52,0.83,0.61
h_1,10.43,9.43,9.16,10.52,10.38,8.03,1.54,3.07,1.93,1.96,2.06,1.91,1.69,1.73,1.85,1.35
g_1,12.85,12.4,10.53,14.74,11.14,9.77,2.47,1.51,2.28,2.51,2.19,2.01,2.12,1.16,2.17,1.81
c_0,13.38,13.67,7.56,18.04,11.35,9.68,3.33,3.75,1.73,3.73,2.56,2.29,2.28,1.84,2.58,1.56
d_0,11.44,7.72,16.12,13.59,12.85,11.43,3.52,4.7,2.67,1.84,2.91,2.64,2.65,2.07,2.68,2.34
b_0,13.04,12.62,11.12,19.09,18.53,12.19,3.65,3.78,1.78,3.2,1.78,2.58,2.53,1.89,2.7,1.63
f_0,20.26,15.79,14.78,18.87,15.57,13.49,4.8,3.18,3.31,3.98,2.97,2.0,3.07,2.54,3.52,1.71
a_0,18.66,17.92,17.19,21.3,24.96,21.99,5.47,4.77,3.24,3.96,2.29,3.5,2.07,2.98,3.49,2.59
h_0,20.15,18.9,18.22,21.03,16.87,15.56,6.98,5.38,4.05,4.3,3.48,3.43,3.29,3.62,3.79,2.91
e_0,30.05,27.45,19.59,22.46,19.48,16.18,6.26,5.09,4.53,5.48,4.48,2.32,3.79,2.73,2.07,2.59
g_0,23.96,22.76,22.17,22.46,21.12,17.59,4.77,8.4,4.44,5.09,4.78,4.59,4.71,2.51,4.34,3.62
