,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.39,1.02,1.13,1.4,1.09,1.17,2.22,3.86,2.75,2.23,2.76,2.7,2.88,2.54,3.35,1.54
f_1,1.73,2.42,1.07,1.07,0.99,1.0,2.05,2.47,2.26,2.32,2.08,1.54,2.59,2.28,3.01,1.76
d_1,1.03,1.31,2.44,0.91,1.13,1.07,2.12,2.01,3.76,2.31,2.85,2.62,3.36,2.75,3.09,2.88
c_1,1.0,1.13,1.11,2.6,1.7,1.31,2.19,2.18,1.11,1.75,1.88,2.67,2.79,2.4,3.22,2.99
b_1,1.21,1.23,0.99,1.16,2.85,1.67,1.98,2.34,2.16,1.73,1.3,2.44,3.19,2.33,2.54,2.59
a_1,1.09,1.14,1.37,1.03,1.11,3.48,2.53,2.32,2.28,2.15,3.12,2.3,3.62,1.45,2.91,2.46
h_1,1.25,1.56,1.3,1.26,1.12,0.96,3.97,2.29,2.52,3.02,2.84,2.57,2.28,2.75,4.16,3.2
d_0,1.01,1.31,0.85,2.07,1.25,1.34,2.46,3.75,2.52,2.69,2.96,2.86,3.88,2.75,3.08,3.01
c_0,1.31,1.34,1.24,1.01,1.04,1.04,2.48,2.84,3.81,2.72,4.68,3.02,3.89,3.64,3.62,3.36
g_1,1.13,1.09,1.79,1.36,1.15,0.96,2.05,2.22,2.97,4.43,2.79,3.23,3.21,3.01,2.77,3.04
b_0,0.98,1.58,1.27,1.44,0.92,0.91,2.71,2.9,2.43,2.49,4.17,3.21,3.73,4.6,3.37,3.03
f_0,0.97,1.08,1.43,1.39,1.28,1.32,2.91,2.64,2.84,2.63,2.63,4.38,3.62,2.76,3.13,5.61
h_0,1.2,1.68,1.33,1.3,1.3,1.13,1.79,2.42,2.69,2.96,2.6,2.38,2.62,2.76,4.14,2.91
a_0,1.16,1.36,1.52,1.03,1.18,0.79,2.31,2.98,2.87,2.31,2.92,3.45,3.48,4.95,3.59,3.73
g_0,1.1,1.26,1.78,1.2,1.32,1.18,2.31,2.52,2.29,1.85,2.78,3.95,3.26,1.83,2.34,3.1
e_0,0.9,1.49,1.43,1.2,1.4,1.35,2.93,2.61,2.06,2.57,2.76,2.39,3.03,2.39,3.38,5.01
