,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.13,3.01,5.68,5.75,5.56,5.55,1.33,1.0,1.67,0.97,0.92,1.23,1.1,1.19,2.7,0.91
f_1,4.07,1.13,4.57,6.07,5.97,5.29,1.0,1.04,1.82,0.93,0.9,2.11,0.55,0.91,0.84,0.97
d_1,7.9,6.19,1.13,4.99,4.95,4.83,1.61,3.65,1.17,1.13,1.22,0.96,0.89,0.98,1.11,0.52
c_1,4.81,5.56,7.85,1.12,5.57,5.34,1.93,0.63,1.62,2.5,1.09,1.04,0.83,1.21,1.1,0.7
b_1,7.5,7.72,5.39,4.16,1.13,6.38,2.49,1.65,1.48,1.54,3.5,1.38,0.81,1.77,1.42,1.14
a_1,9.73,9.61,9.72,11.41,5.32,1.14,3.43,2.33,2.87,2.47,2.58,2.39,1.8,4.86,1.92,1.55
h_1,16.57,21.28,16.79,17.93,18.46,17.18,1.78,3.61,5.01,3.49,3.7,2.82,4.17,2.85,2.45,2.29
d_0,11.86,20.2,40.43,22.5,22.77,20.41,6.67,2.39,6.59,5.01,4.32,5.17,3.16,4.57,4.11,3.93
g_1,22.82,22.34,21.69,22.35,24.77,18.66,5.42,4.9,1.83,4.74,4.96,4.89,2.57,4.12,4.02,9.28
c_0,27.91,24.66,12.45,51.79,25.91,27.21,7.71,7.07,8.2,2.31,5.43,5.43,3.03,5.49,5.03,3.32
b_0,24.19,28.37,22.13,31.08,53.28,22.26,7.18,5.38,7.38,3.1,2.53,4.01,3.13,5.12,5.1,3.18
f_0,29.5,62.72,24.81,23.31,29.11,24.8,7.71,5.6,5.05,5.01,5.09,2.38,3.37,5.66,6.83,2.23
h_0,37.4,33.73,26.63,27.42,35.3,30.14,16.15,7.14,8.84,6.79,5.64,7.17,7.62,5.41,5.25,5.4
a_0,34.23,43.07,38.08,41.83,42.15,72.56,10.12,10.14,10.67,7.36,3.93,6.48,5.59,2.56,6.24,6.7
e_0,57.59,53.36,33.42,40.28,40.34,43.53,12.17,9.33,11.79,7.94,8.91,4.2,5.33,7.43,2.7,5.84
g_0,37.4,47.67,41.99,43.51,37.65,37.67,8.66,7.37,21.0,8.61,8.26,8.03,4.46,8.61,7.24,8.42
