,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,0.89,1.17,1.01,0.83,0.71,0.75,0.87,0.63,0.63,0.72,0.59,0.57,0.62,0.58
f_1,1.22,1.0,0.94,0.95,0.87,0.8,0.6,0.67,0.66,0.6,0.62,0.58,0.5,0.53,0.47,0.57
d_1,1.15,1.07,1.0,0.92,0.95,0.85,0.64,0.55,0.71,0.83,0.7,0.58,0.58,0.56,0.54,0.46
c_1,0.88,1.03,1.08,1.0,1.3,0.87,0.81,0.68,0.5,0.58,0.54,0.63,0.61,0.61,0.64,0.57
b_1,1.0,1.14,1.07,0.78,1.0,1.3,0.72,0.71,0.66,0.79,0.67,0.75,0.62,0.59,0.69,0.56
a_1,1.18,1.26,1.16,1.16,0.76,1.0,0.93,0.91,0.8,0.77,0.9,0.79,0.74,0.78,0.67,0.73
h_1,1.42,1.66,1.52,1.24,1.28,1.04,1.0,1.13,0.91,0.93,0.89,0.84,0.83,0.75,0.76,0.92
g_1,1.37,1.46,1.79,1.37,1.36,1.04,0.9,1.0,0.89,0.96,0.89,1.08,0.75,0.86,0.91,0.77
d_0,1.17,1.45,1.4,2.0,1.57,1.23,1.14,1.11,1.0,0.84,0.9,0.96,0.93,0.94,0.88,0.86
c_0,1.53,1.69,1.26,1.71,1.31,1.27,1.08,1.04,1.23,1.0,1.29,0.96,0.93,1.0,0.82,0.83
b_0,1.58,1.61,1.45,1.77,1.56,1.13,1.21,1.14,1.12,0.82,1.0,0.98,1.12,1.09,0.86,0.85
f_0,1.46,1.67,1.69,1.61,1.44,1.3,1.2,0.89,1.08,1.03,0.97,1.0,0.98,0.97,1.18,0.77
h_0,1.69,1.99,1.75,1.62,1.65,1.32,1.21,1.3,1.09,1.07,0.96,1.05,1.0,0.93,0.86,1.01
a_0,1.7,1.81,1.78,1.63,1.8,1.27,1.32,1.21,1.11,1.0,0.89,0.99,1.11,1.0,0.97,0.96
e_0,1.6,2.19,1.87,1.55,1.44,1.45,1.29,1.06,1.14,1.23,1.19,0.86,1.14,1.01,1.0,0.91
g_0,1.68,1.79,2.16,1.73,1.74,1.4,1.08,1.25,1.17,1.21,1.15,1.3,0.97,1.05,1.06,1.0
