,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.18,0.7,0.75,0.78,0.76,0.7,0.17,0.29,0.14,0.14,0.15,0.32,0.07,0.13,0.16,0.12
e_1,0.42,0.18,0.82,0.92,0.89,0.96,0.24,0.28,0.18,0.18,0.16,0.21,0.12,0.18,0.45,0.13
d_1,0.77,0.97,0.15,0.75,0.83,0.73,0.25,0.13,0.13,0.47,0.14,0.15,0.11,0.13,0.12,0.07
c_1,0.79,0.62,0.92,0.15,0.67,0.8,0.21,0.27,0.32,0.08,0.18,0.18,0.13,0.14,0.18,0.11
b_1,0.97,0.75,0.85,0.42,0.13,0.74,0.25,0.23,0.21,0.16,0.43,0.18,0.11,0.17,0.2,0.13
a_1,0.92,0.91,0.68,0.8,0.41,0.09,0.27,0.22,0.19,0.22,0.22,0.12,0.13,0.48,0.17,0.15
h_1,0.61,0.6,0.59,0.67,0.67,0.47,0.06,0.23,0.12,0.12,0.11,0.12,0.23,0.13,0.11,0.09
g_1,0.66,0.93,0.51,0.63,0.66,0.51,0.12,0.05,0.12,0.17,0.12,0.12,0.08,0.14,0.1,0.12
c_0,0.71,0.65,0.32,1.19,0.63,0.61,0.17,0.14,0.07,0.21,0.14,0.16,0.11,0.13,0.13,0.09
d_0,0.62,0.32,1.4,0.68,0.65,0.53,0.21,0.35,0.13,0.07,0.13,0.12,0.11,0.12,0.11,0.11
b_0,0.74,0.64,0.52,0.81,0.99,0.53,0.16,0.13,0.07,0.13,0.06,0.1,0.09,0.12,0.12,0.08
f_0,1.25,0.59,0.5,0.57,0.64,0.57,0.21,0.08,0.1,0.16,0.12,0.05,0.09,0.16,0.09,0.06
h_0,0.67,0.55,0.64,0.59,0.56,0.56,0.24,0.18,0.11,0.11,0.12,0.1,0.14,0.1,0.11,0.08
a_0,0.76,0.53,0.66,0.67,0.83,0.92,0.15,0.16,0.11,0.13,0.07,0.12,0.09,0.04,0.1,0.07
e_0,0.99,0.94,0.64,0.51,0.68,0.55,0.14,0.14,0.11,0.12,0.1,0.05,0.08,0.14,0.03,0.07
g_0,0.62,0.53,0.55,0.65,0.69,0.6,0.14,0.21,0.11,0.13,0.12,0.13,0.08,0.11,0.14,0.16
