,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.65,0.72,1.06,1.15,1.08,1.02,0.54,0.59,0.39,0.52,0.39,0.53,0.34,0.36,0.51,0.34
f_1,1.2,0.65,1.01,1.07,0.99,0.89,0.4,0.52,0.37,0.4,0.38,0.41,0.23,0.35,0.32,0.31
d_1,1.16,1.16,0.65,1.17,0.97,0.85,0.47,0.33,0.44,0.59,0.42,0.38,0.3,0.31,0.36,0.24
c_1,0.95,1.16,1.32,0.63,1.31,0.87,0.49,0.57,0.47,0.27,0.42,0.38,0.37,0.39,0.33,0.33
b_1,1.16,1.44,1.41,0.72,0.61,1.49,0.56,0.57,0.56,0.41,0.55,0.42,0.39,0.38,0.42,0.39
a_1,1.45,1.56,1.6,1.63,0.73,0.55,0.76,0.64,0.54,0.63,0.69,0.55,0.51,0.6,0.56,0.47
h_1,1.59,1.88,1.61,1.84,1.69,1.43,0.55,0.79,0.63,0.63,0.59,0.59,0.61,0.57,0.58,0.52
g_1,1.79,1.86,1.9,1.91,1.79,1.65,0.69,0.52,0.64,0.64,0.69,0.73,0.51,0.66,0.61,0.59
c_0,1.91,1.97,1.29,2.83,1.85,1.82,0.89,0.79,0.58,0.86,0.8,0.65,0.55,0.64,0.64,0.53
d_0,1.26,1.9,2.18,2.23,2.2,1.6,0.97,1.01,0.66,0.57,0.65,0.65,0.58,0.68,0.61,0.63
b_0,1.89,1.91,1.63,2.38,2.47,1.55,0.92,0.9,0.49,0.81,0.56,0.65,0.66,0.8,0.62,0.54
f_0,1.66,2.51,1.89,2.31,2.28,1.82,0.95,0.66,0.75,0.74,0.72,0.55,0.59,0.72,0.82,0.4
h_0,2.23,2.63,2.26,2.29,2.06,1.56,1.21,0.93,0.77,0.88,0.75,0.76,0.75,0.7,0.74,0.73
a_0,2.45,2.25,2.26,2.33,2.74,2.45,1.03,1.1,0.75,0.79,0.56,0.82,0.66,0.56,0.68,0.62
e_0,2.78,3.48,2.17,2.56,2.38,1.87,0.99,0.93,0.74,0.84,0.84,0.5,0.59,0.82,0.53,0.58
g_0,2.24,2.53,2.56,2.57,2.31,1.96,0.88,1.25,0.85,0.91,0.86,0.96,0.55,0.75,0.81,0.72
