,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,1.2,1.76,1.9,2.71,18.65,33.61,31.33,39.53,34.76,56.35,64.5,85.42,,90.93
f_1,1.24,1.0,1.12,1.54,1.47,2.58,16.0,21.73,25.92,29.61,35.74,,68.83,80.28,106.46,131.61
d_1,0.83,0.89,1.0,1.03,1.46,3.52,15.12,18.42,33.23,,30.27,38.57,90.86,62.25,90.06,76.05
c_1,0.57,0.65,0.97,1.0,1.78,2.51,12.26,15.86,,17.32,19.28,39.53,55.25,72.55,69.61,85.3
b_1,0.53,0.68,0.69,0.56,1.0,2.38,15.69,19.49,18.65,17.27,,30.74,57.22,,55.18,77.77
a_1,0.37,0.39,0.28,0.4,0.42,1.0,6.12,7.46,9.26,10.8,9.31,12.93,23.88,,,49.97
h_1,0.05,0.06,0.07,0.08,0.06,0.16,1.0,1.92,1.79,1.58,1.86,2.49,,5.5,4.51,8.5
g_1,0.03,0.05,0.05,0.06,0.05,0.13,0.52,1.0,1.2,1.29,1.17,2.38,2.69,2.49,3.27,
c_0,0.03,0.04,0.03,,0.05,0.11,0.56,0.84,1.0,1.17,1.62,1.75,2.61,2.6,3.98,3.16
d_0,0.03,0.03,,0.06,0.06,0.09,0.63,0.78,0.85,1.0,1.16,1.91,2.72,2.55,3.85,3.72
b_0,0.03,0.03,0.03,0.05,,0.11,0.54,0.86,0.62,0.86,1.0,1.39,2.59,3.74,3.24,3.12
f_0,0.02,,0.03,0.03,0.03,0.08,0.4,0.42,0.57,0.52,0.72,1.0,1.91,1.13,2.18,1.83
h_0,0.02,0.01,0.01,0.02,0.02,0.04,,0.37,0.38,0.37,0.39,0.52,,0.82,1.26,1.93
a_0,0.01,0.01,0.02,0.01,,,0.18,0.4,0.38,0.39,0.27,0.88,1.22,1.0,,
e_0,,0.01,0.01,0.01,0.02,,0.22,0.31,0.25,0.26,0.31,0.46,0.79,,1.0,1.19
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.12,,0.32,0.27,0.32,0.55,0.52,,0.84,
