,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.15,73.79,89.37,120.28,77.61,100.48,17.1,18.86,24.0,14.28,23.08,,7.46,22.56,20.61,21.35
e_1,53.94,1.15,94.33,100.23,113.42,87.92,21.27,21.22,24.0,16.42,16.97,25.6,11.97,22.56,,11.0
d_1,94.76,133.38,1.15,115.65,75.62,84.4,27.25,16.56,11.39,,20.61,16.52,11.38,20.3,20.61,11.71
c_1,129.85,96.33,154.36,1.16,173.47,111.05,24.22,,24.89,11.14,18.03,23.27,11.97,18.45,13.74,18.15
b_1,89.9,138.72,125.78,48.5,1.15,150.71,37.91,22.63,24.0,24.33,,20.48,20.68,23.88,16.86,11.0
a_1,134.85,144.5,188.67,176.88,89.36,1.15,30.07,33.95,42.0,26.28,41.21,36.57,28.44,,,20.17
h_1,81.53,84.59,91.78,81.27,92.16,78.15,2.0,19.97,35.37,16.02,18.03,22.26,,18.45,20.61,12.1
c_0,109.56,86.7,45.89,,109.22,91.74,29.07,3.06,21.68,27.38,19.23,17.66,12.3,16.24,15.46,11.71
g_1,140.24,182.53,141.5,136.68,113.42,162.31,24.22,27.16,2.0,31.29,25.09,25.6,9.68,20.3,,
d_0,87.65,52.55,,125.29,101.69,84.4,34.88,20.58,56.0,2.97,20.61,16.52,10.11,18.45,15.46,11.34
b_0,134.85,111.87,91.78,97.0,,162.31,27.25,11.91,39.53,18.25,3.09,17.66,25.28,27.07,19.53,12.96
f_0,,150.78,102.91,130.74,163.83,95.91,39.64,23.41,24.0,25.27,22.19,2.99,18.96,33.83,30.92,8.44
h_0,106.24,88.92,82.83,81.27,70.21,78.15,,15.09,39.53,18.77,14.42,18.29,,12.3,,12.96
a_0,140.24,266.77,199.76,150.35,147.45,,39.64,27.16,37.33,38.65,13.42,24.38,25.28,3.25,,30.25
e_0,194.78,,178.74,214.79,147.45,,37.91,24.25,,41.06,38.47,17.66,,,2.92,
g_0,106.24,99.09,113.2,83.53,109.22,111.05,25.65,30.86,,28.57,28.85,26.95,13.79,22.56,,
