,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,11652.01,3215.45,4312.67,3139.16,5413.89,27206.61,2690043.31,13160329.0,9360978.53,6958688.83,19047288.24,24005698.95,77781700.24,121141201.31,80278982.45,305235026.34
f_1,4645.79,13997.03,3521.14,3056.11,5105.03,28039.61,2670009.81,7516723.4,9185380.18,6264389.42,16446886.73,7937253.66,65739450.71,108159572.87,99884246.9,223398672.13
c_1,2353.1,2810.25,17628.15,4172.12,11255.15,20595.78,3053475.88,6126753.13,2807567.56,8539646.62,13842350.24,19574316.86,61551553.65,95495652.35,184503036.29,248914014.3
d_1,2065.51,3951.34,2836.12,21259.04,5651.35,27698.86,3600548.9,2856680.14,17328659.16,8796747.27,17239429.51,22586598.37,61462029.12,114149933.81,139192835.05,261507389.78
b_1,2438.39,2485.27,3911.26,4167.26,33029.98,61499.22,3590185.19,7804160.49,8508607.41,6283599.39,6181260.83,19457514.63,55365658.39,93551087.72,133284762.61,294906515.15
a_1,2322.24,3360.48,3424.73,4788.03,5206.72,257616.9,3521663.47,5311644.2,9074718.67,6769844.6,17507061.78,25415556.57,30973448.63,138248032.86,219290854.36,291739482.97
h_1,2729.38,4223.8,3496.13,6445.95,6961.43,39145.31,10390503.97,7264348.34,10421915.62,13448422.12,20767475.71,24027242.28,83741580.18,82137939.73,210218486.81,505885734.95
d_0,3088.87,3246.86,9083.27,2586.76,6563.8,36431.91,3183218.51,16503314.27,8851699.45,8355741.75,22367353.18,24529844.84,88405159.8,153974713.25,200080749.17,303691013.73
c_0,2879.87,3957.12,2733.44,5881.59,6482.04,44745.68,3768427.95,9057016.09,22626250.3,11726408.03,38428377.79,31330129.24,97611834.67,141764329.8,248529105.03,397772620.53
g_1,2606.84,2771.5,4185.84,9024.49,6112.76,29868.13,4071823.56,6671357.33,11509829.74,32393301.34,22441667.12,38247544.48,77299750.0,134084910.01,196176997.81,176413665.76
b_0,3205.15,3440.68,4214.02,6213.45,4012.12,41399.96,4177486.31,8639239.12,10726811.52,11895347.81,48137587.29,23621810.85,200944622.74,134139020.14,219806905.12,374209096.58
f_0,2574.48,1924.6,4972.54,6250.89,6487.57,33874.98,4331426.3,10084291.71,12147995.69,9652699.71,27844290.69,68730205.04,95393533.04,130800541.71,501168718.87,340937907.74
a_0,3455.84,4065.88,5091.5,4498.99,7101.28,7744.44,3870953.2,10787125.04,12723289.77,12134010.45,22382013.57,26888540.67,249295815.64,150103408.03,209630922.7,389473340.82
h_0,3032.99,4794.4,5033.63,5848.84,6646.97,41937.97,2218924.77,8092245.15,9931043.47,12027237.26,25449818.51,27615257.99,79723018.56,94598339.46,223908488.25,443835225.12
e_0,1313.22,3239.86,6201.05,6091.22,8951.42,38950.0,3596915.13,9686893.46,10323827.0,9193463.32,22275432.55,28649476.47,95433142.81,171956698.31,675233533.25,360757135.59
g_0,2594.02,2962.73,4297.26,9183.94,6958.12,39965.16,3542261.15,8108003.86,12639253.22,5824882.42,25094237.29,37464700.0,78961182.98,162843666.42,221768811.93,192727717.78
