,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,8789.23,2271.32,2873.74,5835.6,7191.6,46713.39,2892790.65,6815992.63,20912110.04,12420169.57,19553239.34,22637709.33,98660840.59,76984983.25,66453616.75,213211525.96
f_1,3411.79,10039.26,3288.4,4612.68,6392.07,31803.17,2524828.12,5786364.73,10550816.18,12098768.98,22206888.18,9900831.17,91979750.39,71870311.79,97956151.82,253418850.4
d_1,2079.17,2474.73,19646.94,3039.84,5403.25,39392.09,3222831.74,7460607.89,3879700.79,27740861.98,24575438.22,26253705.42,96452096.46,103419548.08,160370436.98,210359693.82
c_1,1863.12,2181.25,3871.47,23977.2,12729.98,27807.1,2836458.31,6536900.58,8255420.92,3194355.97,16270155.17,25612982.36,77433205.48,79118494.85,155876823.0,201803013.05
b_1,1821.22,2031.02,4532.27,5535.29,38204.24,76456.8,2340437.0,7898782.81,9459518.47,9359594.45,7141248.06,23144808.87,85476654.74,55825770.3,150052516.93,194931142.71
a_1,1844.09,2707.81,4492.16,4374.63,5489.19,362123.52,3149092.98,7495769.52,9255350.78,13817839.82,18507948.2,29887479.62,103739835.33,31391096.11,131652842.55,247665966.75
h_1,2005.04,3721.06,4971.73,5777.22,7533.19,53010.48,9545688.09,12396128.85,9184155.77,13865939.89,23857196.64,26282302.39,60007593.37,99797526.38,169879752.25,357442233.09
g_1,1938.6,2516.96,7979.21,5381.76,5402.86,43529.04,3355228.13,31540446.18,9600794.0,14719554.51,23516900.4,46411254.64,98745451.27,88523510.18,199168685.05,171163997.33
d_0,2118.84,2778.87,2044.28,10982.38,9480.63,47988.43,3843432.47,10517748.18,25043512.48,11637916.79,21249690.46,26379633.33,109657550.48,104196410.24,165847518.71,249306671.99
c_0,2354.2,3405.36,5204.1,3651.47,6673.38,43280.71,4097682.5,9638942.87,11722392.91,32113442.4,47298407.28,27757050.89,126034110.18,139538058.02,235698142.24,295114800.61
b_0,2728.35,2980.95,5220.62,5506.56,4217.65,42394.78,3821121.64,10544974.53,12526302.99,15320764.73,57513407.22,23501798.21,116738949.75,249966135.68,164198882.16,307625709.59
f_0,1977.93,1805.37,7026.2,5749.95,8167.54,52664.35,3647119.42,10491661.57,10824787.65,17306846.79,28025870.26,73311015.27,134295158.51,97155346.1,358739317.21,295779065.56
h_0,2376.8,4011.09,4518.83,5595.27,9673.57,37853.34,2061291.54,12681367.46,13335308.14,16645063.32,22911078.61,27257013.94,60429192.38,75604511.53,161010152.29,404442176.22
a_0,2617.68,2880.54,6044.93,5035.29,6756.31,32200.03,3096805.41,10885303.9,10741702.66,18011061.69,24518873.6,23674029.91,130745540.96,325613782.0,193847749.14,311633339.99
e_0,1391.71,3342.2,4645.47,5598.68,9457.54,57366.76,4159871.76,9400944.28,12453092.57,18515935.0,29554823.99,25253970.46,148950314.66,111213746.81,525993029.28,253678928.83
g_0,2716.17,2180.9,7008.8,5652.88,7522.96,48615.31,3524259.85,6781912.88,11311863.41,13663704.14,23907699.34,43035012.58,103634177.25,120071709.75,184815416.74,182319212.11
