,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.2,0.93,0.48,0.46,0.35,0.3,0.86,0.68,0.97,0.84,0.79,0.32,1.13,0.69,0.42,0.99
e_1,0.58,2.24,0.38,0.58,0.45,0.31,0.86,0.51,0.93,2.0,0.94,0.9,1.33,0.94,0.39,1.27
d_1,0.54,0.48,2.41,0.39,0.4,0.42,0.93,0.91,1.91,0.36,1.13,0.98,1.15,0.76,0.69,1.16
c_1,0.53,0.43,0.49,2.46,0.81,0.35,0.71,0.71,0.34,0.93,0.73,0.91,1.21,0.75,0.86,0.87
b_1,0.53,0.44,0.45,0.54,2.59,0.67,0.69,0.8,0.94,0.88,0.44,0.8,1.25,0.58,0.7,0.91
a_1,0.58,0.42,0.5,0.44,0.46,3.11,1.05,0.97,1.04,1.13,1.19,0.89,1.22,0.5,0.74,1.16
h_1,0.84,0.6,0.57,0.57,0.43,0.37,3.09,1.34,1.22,1.02,1.21,0.88,0.99,1.17,1.08,1.62
g_1,0.51,0.5,1.02,0.47,0.55,0.47,0.81,3.36,1.53,0.65,1.37,2.0,1.38,1.06,1.22,0.96
c_0,0.82,0.59,0.71,0.38,0.37,0.37,1.24,1.06,2.48,1.3,2.33,1.39,1.7,1.25,1.16,1.68
d_0,0.73,0.59,0.27,1.17,0.53,0.32,1.2,0.87,0.73,2.45,1.23,0.83,1.67,0.94,0.95,1.21
b_0,0.75,0.63,0.75,0.56,0.25,0.38,1.27,1.02,1.26,1.2,2.74,1.19,1.63,1.92,1.2,1.41
f_0,0.34,0.55,0.64,0.53,0.59,0.59,1.04,1.11,1.15,1.43,1.54,3.09,1.89,1.33,2.77,1.41
h_0,0.99,0.65,0.65,0.53,0.62,0.43,0.43,1.13,1.04,1.03,1.1,0.96,0.92,1.04,1.08,1.47
a_0,0.79,0.57,0.69,0.68,0.58,0.19,1.06,0.86,1.24,1.26,1.28,0.88,1.76,3.02,0.83,1.5
e_0,0.66,0.3,0.75,0.58,0.55,0.4,1.14,1.36,1.19,1.49,1.36,1.48,1.72,1.72,3.47,1.33
g_0,0.6,0.54,1.0,0.58,0.49,0.39,1.08,0.68,1.25,0.94,1.18,1.64,1.61,1.06,1.26,0.73
