,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.49,0.15,0.16,0.14,0.16,0.17,0.19,0.18,0.33,0.16,0.21,0.19,0.18,0.16,,0.2
f_1,0.23,1.49,0.17,0.16,0.15,0.12,0.18,0.2,0.21,0.24,,0.18,0.2,0.13,0.15,0.24
d_1,0.16,0.16,1.51,0.14,0.16,0.1,0.21,0.18,,0.35,0.15,0.23,0.24,0.2,0.16,0.17
c_1,0.18,0.2,0.17,1.54,0.3,0.1,0.19,0.22,0.17,,0.22,0.18,0.2,0.12,0.15,0.18
b_1,0.19,0.17,0.15,0.11,1.6,0.26,0.19,0.21,0.21,0.21,0.21,,0.25,0.18,0.17,0.22
a_1,0.17,0.17,0.21,0.24,0.14,1.75,0.2,,0.28,0.27,0.24,,0.23,,,0.19
h_1,0.44,0.55,0.42,0.42,0.34,0.23,1.66,0.59,0.42,0.36,0.43,0.38,,0.45,0.36,0.41
g_1,0.39,0.29,0.51,0.32,0.3,,0.41,1.71,0.47,0.5,0.61,0.43,0.4,0.61,0.52,
d_0,0.42,0.52,,0.81,0.49,0.41,0.61,0.33,1.41,0.53,0.37,0.42,0.72,0.41,0.44,0.53
c_0,0.59,0.43,0.46,,0.33,0.34,0.61,0.45,0.6,1.43,0.63,0.85,0.5,0.32,0.42,0.77
f_0,0.43,,0.61,0.46,0.41,0.34,0.54,0.52,0.77,0.37,1.55,0.5,0.54,0.38,0.86,0.49
b_0,0.5,0.59,0.42,0.41,,,0.55,0.51,0.54,0.48,0.42,1.52,0.82,0.76,0.41,0.54
h_0,0.69,0.87,0.62,0.68,0.51,0.48,,0.85,0.6,0.79,0.53,0.51,,0.48,0.48,0.81
a_0,0.53,0.56,0.4,0.65,0.41,,0.63,0.39,0.61,0.72,0.73,0.45,0.83,1.61,,
e_0,,0.65,0.57,0.41,0.52,,0.62,0.45,0.64,0.7,0.46,0.73,0.63,,1.67,
g_0,0.64,0.43,0.84,0.6,0.49,0.53,0.7,,0.63,0.55,0.96,0.82,0.97,,,
