,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.17,0.37,0.74,0.72,0.63,0.68,0.19,0.15,0.14,0.2,0.19,0.19,0.11,0.15,0.12,0.27
f_1,0.61,0.17,0.55,0.66,0.64,0.68,0.14,0.13,0.13,0.22,0.11,0.23,0.07,0.11,0.09,0.12
d_1,0.74,0.67,0.17,0.75,0.74,0.52,0.18,0.28,0.12,0.11,0.12,0.11,0.09,0.11,0.06,0.1
c_1,0.52,0.72,0.91,0.15,0.53,0.66,0.2,0.07,0.25,0.19,0.13,0.13,0.1,0.16,0.1,0.14
b_1,0.69,0.76,0.71,0.37,0.12,0.6,0.24,0.15,0.17,0.24,0.31,0.14,0.09,0.16,0.09,0.11
a_1,0.63,0.78,0.68,0.56,0.38,0.08,0.24,0.13,0.17,0.28,0.21,0.14,0.1,0.39,0.1,0.12
h_1,0.51,0.53,0.51,0.54,0.56,0.45,0.06,0.12,0.11,0.16,0.1,0.1,0.12,0.11,0.07,0.08
d_0,0.31,0.48,0.78,0.56,0.57,0.56,0.2,0.07,0.11,0.18,0.12,0.13,0.09,0.1,0.09,0.12
c_0,0.52,0.51,0.29,1.42,0.64,0.48,0.15,0.13,0.06,0.13,0.1,0.11,0.07,0.1,0.09,0.12
g_1,0.52,0.52,0.44,0.68,0.6,0.58,0.12,0.11,0.1,0.05,0.11,0.09,0.06,0.1,0.11,0.1
b_0,0.53,0.55,0.42,0.71,1.17,0.53,0.14,0.11,0.05,0.15,0.05,0.1,0.08,0.08,0.08,0.09
f_0,0.52,0.81,0.44,0.53,0.5,0.54,0.16,0.11,0.1,0.1,0.1,0.05,0.09,0.1,0.05,0.1
h_0,0.54,0.61,0.49,0.55,0.46,0.4,0.24,0.11,0.09,0.14,0.1,0.1,0.11,0.11,0.07,0.1
a_0,0.53,0.49,0.48,0.53,0.64,1.1,0.16,0.1,0.09,0.13,0.06,0.1,0.08,0.04,0.11,0.12
g_0,0.51,0.53,0.46,0.51,0.6,0.52,0.12,0.13,0.11,0.16,0.11,0.09,0.06,0.11,0.13,0.09
e_0,0.85,0.82,0.39,0.47,0.45,0.61,0.13,0.12,0.1,0.13,0.09,0.05,0.08,0.09,0.06,0.04
