,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,a_0,h_0,g_0,e_0
f_1,11396.34,2088.93,1606.42,2120.72,3625.11,8331.54,1341176.16,3036655.31,4702684.13,4414992.75,10221393.59,5399332.38,25592215.36,44978193.17,133438067.0,56357266.39
e_1,1341.86,11599.75,1185.79,1696.62,3336.75,8921.69,1705199.83,3274390.12,10486552.75,6101486.14,11981540.35,21340060.5,32374262.13,43727601.59,120224727.15,28866209.72
d_1,1138.69,1008.78,15113.31,1584.46,3215.18,12434.26,1622562.15,3466004.39,1306850.41,10596885.22,11946175.58,18140728.25,27563735.01,59601352.01,114815092.49,114686023.52
c_1,1199.96,1350.15,1378.93,20207.83,6630.85,9025.99,1332285.89,3166456.52,4705601.95,1012046.32,8089795.02,17077415.53,32898478.72,46939569.78,116514252.2,75289631.23
b_1,965.15,1110.35,1491.85,1861.95,44772.04,21911.68,1694007.89,3054761.22,5395560.13,4180062.98,2319225.31,22995630.87,22935718.08,46634019.84,116461638.71,85146373.62
a_1,1239.66,1258.73,1675.64,1630.91,3323.32,176635.82,2118708.39,3864912.89,4898982.72,5708389.92,8468112.8,13396562.22,7339026.4,43735931.99,113488316.61,77864625.95
h_1,2966.85,1772.06,2468.23,3205.04,4865.75,15315.45,11254126.5,7262168.57,10770049.71,10332443.69,14247191.93,32179624.89,39340986.29,31123385.99,295359183.69,165743665.84
g_1,1630.18,1811.06,4854.75,3432.52,4599.9,14034.56,2527395.61,28591114.54,5366647.58,8118565.68,14245639.95,38044553.93,36315727.56,65151472.5,103352853.67,133569895.41
d_0,2080.23,1827.9,949.36,6840.86,6291.72,18374.45,3124070.01,5795796.66,24565125.1,8792877.88,16631435.7,32991003.55,58616533.68,78476758.54,212316235.94,162523696.87
c_0,2604.25,2049.87,2927.76,1574.06,5080.13,17602.14,2726105.73,7799503.45,8996719.15,27390572.47,39167116.9,37347107.94,68262645.79,87898947.33,214288213.36,170728437.74
b_0,2561.71,1962.67,2517.68,3920.46,2747.01,16679.37,3182646.33,5672200.99,10378358.16,7583275.64,52153014.48,27510548.23,119693673.49,103626235.43,250999787.49,200809162.49
f_0,1097.94,1577.09,3036.3,3938.67,6001.68,21264.3,3529012.35,5847712.7,11378974.42,10463986.09,17813053.11,102662275.98,55537105.61,78158402.38,271131622.86,395211209.07
a_0,2928.93,2253.98,2885.98,4042.89,5455.06,,2758795.08,7379826.19,9905343.76,8868070.17,20166369.38,32984679.8,219619597.5,88508643.09,241667536.64,122698451.71
h_0,3525.56,1805.74,2385.76,3704.24,5274.96,14087.42,812158.55,7992178.93,7275359.56,9143471.1,15911005.41,34074634.08,59078217.08,43290890.14,300602906.29,155207670.68
g_0,1595.28,1984.29,4101.3,3180.28,5488.42,19249.69,2660315.99,2344725.08,10540001.03,9090654.59,14590906.04,48001787.46,59336313.27,66787485.26,91179609.58,185173351.44
e_0,2680.3,893.64,2531.62,4324.27,5977.14,16817.29,2603391.68,4535840.86,11401534.86,11940945.28,20844732.75,22291218.61,59518326.5,82304893.1,254779483.12,782767193.09
