,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.27,0.54,0.43,0.56,0.42,0.4,0.92,0.76,1.78,0.73,1.03,0.88,1.12,0.95,0.49,1.09
f_1,0.87,2.28,0.41,0.49,0.33,0.33,0.8,0.67,1.01,0.95,0.34,0.97,1.2,0.65,0.6,1.06
d_1,0.45,0.55,2.37,0.38,0.38,0.32,0.95,0.91,0.37,2.06,0.86,1.39,1.37,0.99,0.81,1.26
c_1,0.47,0.5,0.41,2.42,0.9,0.28,0.82,0.81,0.92,0.34,0.94,0.6,1.15,0.84,0.85,0.92
b_1,0.45,0.49,0.46,0.42,2.62,0.8,0.75,0.9,1.06,0.81,1.03,0.3,1.28,0.68,0.74,0.95
a_1,0.48,0.44,0.56,0.63,0.43,3.08,0.85,0.7,1.15,1.06,1.02,0.85,1.25,0.3,0.75,1.22
h_1,0.53,0.82,0.64,0.56,0.5,0.33,3.09,1.5,1.15,1.05,1.06,1.08,0.89,1.1,0.97,1.65
g_1,0.6,0.48,1.0,0.51,0.47,0.38,1.06,3.21,1.09,1.2,1.65,0.88,1.27,1.02,1.22,0.92
d_0,0.62,0.67,0.27,1.15,0.59,0.4,1.02,0.65,2.44,0.81,1.05,1.01,1.58,0.95,1.02,1.27
c_0,0.69,0.67,0.81,0.31,0.27,0.52,1.08,0.9,1.41,2.72,1.36,2.41,1.6,0.98,0.97,1.53
f_0,0.49,0.37,0.79,0.6,0.56,0.47,1.07,1.13,1.33,1.03,2.95,1.33,1.52,0.84,2.34,1.35
b_0,0.68,0.78,0.61,0.6,0.23,0.38,1.05,1.06,1.4,1.23,1.16,2.83,1.81,2.14,0.82,1.46
h_0,0.61,0.91,0.8,0.57,0.53,0.37,0.49,1.33,0.88,1.29,0.96,0.97,0.9,0.85,0.85,1.76
a_0,0.59,0.6,0.73,0.65,0.56,0.24,1.2,0.83,1.24,1.32,1.25,1.19,1.77,2.87,0.9,1.05
e_0,0.3,0.73,0.75,0.63,0.56,0.32,1.38,1.09,1.38,1.55,1.23,1.38,1.71,0.87,3.13,1.36
g_0,0.55,0.49,1.14,0.55,0.43,0.41,1.14,0.58,1.04,1.12,1.95,1.25,1.66,1.11,1.19,0.77
