,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.71,1.17,0.89,0.96,0.91,0.85,0.85,0.58,0.52,0.57,0.72,0.57,0.64,0.63,0.59
f_1,1.4,1.0,0.86,0.94,0.85,0.94,0.57,0.63,0.68,0.63,0.62,0.54,0.54,0.47,0.5,0.58
c_1,0.85,1.16,1.0,1.23,1.21,0.72,0.67,0.49,0.59,0.62,0.56,0.65,0.53,0.58,0.62,0.56
d_1,1.12,1.06,0.81,1.0,0.95,0.88,0.78,0.74,0.77,0.58,0.71,0.69,0.64,0.66,0.58,0.41
b_1,1.04,1.17,0.83,1.06,1.0,1.18,0.74,0.68,0.7,0.68,0.49,0.59,0.57,0.59,0.54,0.61
a_1,1.1,1.06,1.38,1.13,0.85,1.0,0.99,0.86,0.75,0.8,0.76,0.67,0.73,0.7,0.78,0.83
h_1,1.17,1.82,1.5,1.3,1.33,1.0,1.0,1.02,0.96,1.35,0.97,0.9,0.79,1.1,0.78,0.88
d_0,1.11,1.61,2.31,1.33,1.51,1.06,0.98,1.0,1.01,1.17,0.96,0.86,0.8,0.91,0.77,0.89
c_0,1.63,1.57,1.9,1.26,1.5,1.2,1.0,1.0,1.0,1.23,1.33,0.96,0.85,0.88,0.72,0.7
g_1,1.82,1.55,1.58,1.66,1.5,1.19,0.74,0.91,0.86,1.0,0.88,1.03,0.86,0.76,0.74,0.99
b_0,1.6,1.62,1.83,1.44,1.94,1.33,1.03,1.09,0.76,1.12,1.0,0.84,1.44,0.91,0.78,0.89
f_0,1.33,1.99,1.61,1.57,1.67,1.42,1.2,1.17,1.04,0.96,1.12,1.0,1.08,1.17,1.31,0.75
a_0,1.8,1.91,1.85,1.69,1.72,1.39,1.31,1.3,1.14,1.11,0.71,0.93,1.0,1.06,1.05,0.86
h_0,1.57,2.19,1.67,1.53,1.72,1.48,0.88,1.06,1.16,1.32,1.07,0.89,0.89,1.0,0.88,1.26
e_0,1.55,2.07,1.67,1.68,1.73,1.32,1.27,1.27,1.33,1.3,1.41,0.79,1.14,1.08,1.0,1.17
g_0,1.61,1.66,1.86,2.37,1.6,1.17,1.18,1.09,1.33,,1.09,1.37,1.21,0.82,0.89,1.0
