,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,99.13,49.1,78.69,66.39,112.28,277.63,10791.71,27687.91,13716.95,19103.6,27797.21,37515.24,82523.42,102196.91,94612.22,193776.91
f_1,71.31,117.75,51.81,63.83,84.01,327.83,7345.9,13951.86,12055.14,14426.68,24251.07,17552.14,67577.47,71373.68,72992.98,171882.43
c_1,35.46,56.48,123.44,67.67,153.97,277.68,10458.2,11702.81,14407.0,8885.04,17532.85,30503.5,68418.26,85715.43,99130.34,140039.32
d_1,38.67,55.7,48.4,146.19,92.2,230.38,8652.07,8559.4,13041.58,24738.03,27877.16,27293.78,67317.07,97319.99,100903.17,159806.58
b_1,29.28,42.58,43.05,57.36,199.24,455.84,6858.28,11463.02,11895.5,15406.37,15126.35,24718.9,61953.79,56298.87,87291.15,176677.39
a_1,29.44,32.84,27.97,42.86,46.69,506.17,6819.49,9053.65,8365.06,9176.17,14854.33,13245.46,44185.59,29556.76,63445.33,97344.2
h_1,10.0,18.49,13.65,15.07,26.09,63.02,4082.05,3742.88,4741.93,3364.38,5854.31,7693.28,12048.6,22484.69,24426.76,46610.19
d_0,7.63,11.3,21.44,11.51,21.39,58.44,2043.84,4789.94,3512.73,2802.77,5802.38,6594.14,15043.88,17394.55,26293.92,46774.96
g_1,8.93,10.84,10.85,22.02,20.87,58.55,1686.31,2455.0,5636.17,3965.98,5038.15,8382.66,16805.34,12890.14,27092.53,29955.27
c_0,8.51,12.88,8.9,14.72,17.02,65.58,2320.58,3688.91,2706.59,5248.14,9190.73,7354.39,17480.28,22784.12,25157.53,40426.71
b_0,8.19,11.11,12.44,13.66,10.61,48.65,1769.17,3033.36,3036.96,2697.58,7012.5,5952.4,14617.56,28497.91,21916.28,35751.43
f_0,6.49,6.9,10.82,15.06,18.78,57.56,1632.14,2796.24,2503.76,2916.98,4350.98,8319.54,14059.59,17968.89,32082.24,30418.9
h_0,5.62,9.58,7.83,11.18,11.89,44.22,985.75,2190.92,2330.52,2250.36,3325.54,3713.9,8056.8,11934.71,15313.53,34148.88
a_0,5.29,8.62,6.7,8.83,11.04,28.33,1099.87,1949.59,1950.02,2276.04,2810.07,3335.04,9573.28,18875.44,14180.98,22305.72
e_0,3.71,7.35,7.51,8.49,12.9,38.62,1087.86,1611.06,1800.7,1547.07,2725.84,2745.08,9565.3,9021.84,22494.19,20296.38
g_0,3.96,5.1,5.77,10.86,9.37,31.76,961.43,1310.92,1125.86,1842.52,2375.23,4617.26,6713.65,8376.91,12218.95,15521.26
