,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.74,1.01,0.92,0.81,0.76,0.5,0.58,0.47,0.44,0.43,0.43,0.35,0.39,0.31,0.38
f_1,1.35,1.0,1.03,0.67,0.98,0.64,0.42,0.53,0.44,0.46,0.41,0.42,0.32,0.29,0.26,0.28
c_1,0.99,0.97,1.0,1.1,1.28,0.65,0.59,0.29,0.35,0.51,0.43,0.34,0.34,0.32,0.33,0.31
d_1,1.09,1.49,0.91,1.0,0.93,0.67,0.49,0.5,0.61,0.36,0.39,0.41,0.36,0.38,0.26,0.25
b_1,1.23,1.02,0.78,1.07,1.0,1.28,0.58,0.56,0.47,0.47,0.38,0.48,0.37,0.38,0.27,0.36
a_1,1.32,1.57,1.54,1.49,0.78,1.0,0.67,0.55,0.53,0.6,0.52,0.71,,0.56,0.52,0.38
h_1,2.01,2.34,1.79,2.05,1.71,1.5,1.0,0.83,0.84,1.07,0.8,0.77,0.62,0.63,0.71,0.8
d_0,1.62,2.0,3.48,1.84,1.79,1.75,1.18,1.0,0.92,0.87,0.94,0.84,0.68,0.85,0.7,0.66
c_0,1.99,2.3,2.51,1.66,2.15,1.99,1.17,1.13,1.0,1.12,1.32,0.89,0.79,0.79,0.92,0.72
g_1,2.25,2.19,2.01,2.79,2.1,1.63,0.94,1.12,0.88,1.0,0.9,1.05,0.65,0.71,0.67,0.67
b_0,2.1,2.41,2.36,2.73,2.61,1.85,1.25,1.05,0.74,1.21,1.0,0.82,1.3,0.77,0.8,0.75
f_0,2.19,2.5,2.88,2.67,2.12,1.48,1.28,1.15,1.08,0.92,1.26,1.0,0.98,0.74,1.16,0.64
a_0,2.85,3.3,3.21,2.77,2.83,,1.47,1.38,1.35,1.54,0.81,1.04,1.0,0.97,0.89,1.03
h_0,2.49,3.43,3.12,2.74,2.57,1.89,1.58,1.15,1.31,1.43,1.34,1.31,1.01,1.0,0.94,0.96
e_0,3.18,3.73,3.26,3.83,3.36,1.8,1.4,1.62,1.23,1.53,1.28,0.9,1.12,1.11,1.0,0.96
g_0,2.47,3.27,3.16,4.04,2.78,2.62,1.27,1.51,1.31,1.48,1.29,1.57,0.98,1.04,1.06,1.0
