,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.49,0.65,0.62,0.76,0.67,0.55,0.86,0.81,1.41,0.73,0.84,0.75,0.93,0.78,0.54,0.67
f_1,1.1,1.5,0.67,0.63,0.59,0.41,0.71,0.67,0.75,0.66,0.45,0.71,0.72,0.54,0.52,0.83
d_1,0.76,0.72,1.55,0.54,0.66,0.6,0.73,0.73,0.58,1.33,0.83,0.85,0.93,0.64,0.75,0.7
c_1,0.63,0.8,0.73,1.58,1.0,0.44,0.75,0.69,0.67,0.43,0.74,0.6,0.9,0.74,0.76,0.8
b_1,0.69,0.79,0.63,0.61,1.61,0.92,0.93,0.86,0.81,0.94,0.85,0.54,0.88,0.69,0.65,0.86
a_1,0.69,0.94,0.74,0.89,0.58,1.78,0.99,0.64,0.84,0.85,0.82,0.9,0.84,0.49,0.61,1.01
h_1,0.88,1.13,0.97,0.88,0.74,0.64,1.72,1.29,0.96,0.99,1.03,0.96,0.81,0.83,0.95,1.27
g_1,0.86,0.91,1.3,0.81,0.73,0.78,0.97,1.79,0.96,1.01,1.53,1.05,1.04,1.06,1.18,0.75
d_0,0.72,0.93,0.77,1.5,0.92,0.77,1.15,0.99,1.54,0.92,1.08,1.06,1.09,1.01,0.97,1.2
c_0,1.06,1.03,0.84,0.68,0.75,0.74,1.11,0.99,1.19,1.63,1.24,1.97,1.25,1.1,0.95,1.32
f_0,0.83,0.77,1.08,1.1,0.88,0.79,1.23,0.95,1.09,1.09,1.66,1.24,1.26,1.15,1.65,1.26
b_0,1.07,1.01,1.08,1.03,0.69,0.61,1.05,1.0,1.11,0.77,1.12,1.68,1.4,1.77,1.13,1.29
h_0,0.93,1.38,0.99,1.0,0.89,0.68,0.82,1.27,1.23,0.99,1.04,0.97,0.97,0.94,0.99,1.43
a_0,0.9,1.16,1.2,0.96,0.89,0.68,1.3,1.03,1.16,1.01,1.08,0.92,1.49,1.71,1.13,1.16
e_0,0.75,1.29,1.03,1.0,0.99,0.78,1.26,0.93,1.2,1.35,0.97,1.19,1.28,1.17,1.73,1.29
g_0,1.03,0.91,1.6,1.11,0.84,0.66,1.13,0.88,1.02,1.13,1.21,1.12,1.13,1.08,0.92,0.91
