,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.28,0.96,0.86,0.93,0.9,0.85,0.92,1.04,1.0,0.94,0.88,0.82,0.94,0.99,1.13
e_1,0.78,1.0,1.08,1.0,0.99,1.12,1.11,1.56,1.13,1.15,0.99,1.21,0.98,0.99,1.62,1.07
c_1,1.04,0.92,1.0,1.08,1.39,0.92,0.92,0.66,0.86,0.7,0.9,0.89,1.02,0.89,0.83,0.93
d_1,1.15,1.0,0.94,1.0,0.89,0.98,0.96,1.04,0.9,1.2,1.12,0.88,1.1,1.04,0.75,0.88
b_1,1.07,1.01,0.72,1.12,1.0,1.35,1.19,0.95,0.91,0.93,0.91,1.0,1.09,0.85,0.86,1.15
a_1,1.11,0.9,1.1,1.02,0.74,1.0,1.21,1.09,1.15,1.14,1.15,1.36,1.02,1.22,1.15,0.91
h_1,1.15,0.91,1.06,1.05,0.85,0.85,1.0,1.0,1.23,0.92,1.08,0.88,0.92,0.95,1.09,1.09
d_0,1.0,0.64,1.53,0.92,1.03,0.96,1.0,1.0,1.26,0.91,1.07,0.98,1.19,1.02,1.11,1.0
g_1,0.99,0.92,1.1,1.14,1.1,0.85,0.82,0.85,1.0,0.82,0.98,1.26,0.89,1.08,0.93,0.91
c_0,0.96,0.92,1.28,0.8,0.99,0.88,1.03,1.09,1.2,1.0,1.56,1.02,1.24,1.1,1.03,1.05
b_0,1.08,0.99,1.16,0.9,1.13,0.86,1.0,0.98,0.99,0.63,1.0,1.04,1.05,1.69,1.16,1.04
f_0,1.13,0.83,1.13,1.11,0.98,0.71,1.13,1.02,0.77,1.01,0.95,1.0,1.2,1.29,1.75,0.69
h_0,1.35,1.02,0.94,0.91,0.94,0.93,1.07,0.88,1.15,0.83,0.99,0.85,1.0,0.94,0.95,1.21
a_0,1.02,1.03,1.09,0.96,1.17,0.85,1.08,0.99,0.9,0.9,0.58,0.85,1.06,1.0,1.06,1.04
e_0,1.01,0.78,1.32,1.25,1.2,0.83,0.94,0.87,1.13,1.02,0.92,0.57,1.06,0.95,1.01,0.85
g_0,0.89,0.97,1.03,1.17,0.91,0.98,0.89,0.92,1.1,1.05,0.96,1.39,0.82,0.95,1.1,1.0
