,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,1.18,0.92,0.92,0.82,0.97,0.96,1.32,1.01,0.87,1.03,1.03,1.2,,1.11
f_1,1.28,1.0,0.94,1.03,1.0,1.05,0.85,1.11,1.06,0.94,0.94,,0.94,0.84,0.87,1.0
d_1,0.85,1.06,1.0,0.98,0.89,1.06,1.02,0.89,,1.61,1.03,0.94,1.01,0.89,0.98,0.75
c_1,1.08,0.98,1.02,1.0,1.31,1.04,1.04,1.0,0.72,,0.98,0.83,1.13,1.06,1.1,0.89
b_1,1.09,1.0,1.13,0.76,1.0,,0.83,0.98,1.03,1.11,,1.02,1.0,0.83,0.86,1.08
a_1,1.21,0.96,0.94,0.96,,1.0,1.38,1.07,1.06,1.05,0.97,1.11,1.0,,,0.87
h_1,1.03,1.17,0.98,0.96,1.21,0.72,1.0,1.17,0.86,0.99,0.94,1.14,,0.67,1.08,1.09
g_1,1.04,0.9,1.12,1.0,1.02,0.93,0.86,1.0,0.84,0.88,1.3,1.27,0.95,,1.25,
d_0,0.76,0.95,,1.38,0.97,0.94,1.16,1.19,1.0,0.84,0.83,1.0,1.18,1.18,0.73,1.11
c_0,0.99,1.06,0.62,,0.9,0.95,1.01,1.13,1.19,1.0,1.58,1.0,0.94,0.95,1.0,0.96
b_0,1.15,1.06,0.97,1.02,,1.03,1.06,0.77,1.21,0.63,1.0,0.96,1.09,1.29,0.84,1.32
f_0,0.97,,1.07,1.2,0.98,0.9,0.88,0.79,1.0,1.0,1.04,1.0,1.09,1.06,1.61,0.68
h_0,0.97,1.06,0.99,0.89,1.0,1.0,,1.05,0.85,1.06,0.92,0.92,,1.11,0.97,1.31
a_0,0.83,1.19,1.12,0.94,1.21,,1.49,,0.85,1.06,0.78,0.94,0.9,1.0,,
e_0,,1.15,1.02,0.91,1.17,,0.93,0.8,1.37,1.0,1.2,0.62,1.03,,1.0,1.25
g_0,0.9,1.0,1.34,1.12,0.93,1.15,0.92,,0.9,1.04,0.76,1.47,0.76,,0.8,
