,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.39,1.04,1.44,1.73,3.95,16.33,35.17,29.65,35.34,43.22,43.28,75.18,83.07,82.33,131.23
e_1,0.71,1.0,1.05,1.59,1.54,3.67,17.11,30.57,30.36,45.82,42.62,49.84,80.26,77.46,110.85,128.25
d_1,0.96,0.97,1.0,1.31,1.39,3.23,15.6,21.28,37.69,29.38,39.62,40.46,66.98,68.68,90.45,94.75
c_1,0.7,0.63,0.76,1.0,1.82,2.46,12.68,20.49,22.37,16.9,25.85,33.91,58.33,54.31,69.18,100.07
b_1,0.58,0.64,0.72,0.55,1.0,2.97,11.92,18.04,21.16,19.78,24.25,29.85,46.81,43.43,61.95,68.13
a_1,0.25,0.28,0.31,0.41,0.33,1.0,4.81,6.89,7.94,8.65,12.11,12.49,22.71,26.96,32.02,39.02
h_1,0.06,0.06,0.06,0.08,0.09,0.21,1.0,1.84,1.54,1.92,2.4,2.76,5.13,4.61,5.05,8.69
g_1,0.03,0.03,0.05,0.05,0.05,0.14,0.53,1.0,1.26,1.18,1.43,2.06,2.62,2.57,3.85,4.5
c_0,0.03,0.03,0.03,0.05,0.05,0.12,0.65,0.8,1.0,1.29,1.89,1.51,2.54,2.71,3.36,4.58
d_0,0.03,0.02,0.04,0.06,0.05,0.12,0.5,0.89,0.73,1.0,1.09,1.49,2.38,2.32,3.23,3.53
b_0,0.02,0.02,0.02,0.04,0.04,0.09,0.43,0.72,0.53,0.91,1.0,1.16,2.28,2.69,2.93,3.23
f_0,0.02,0.02,0.02,0.03,0.03,0.08,0.38,0.48,0.63,0.65,0.88,1.0,1.73,1.57,2.95,2.1
h_0,0.01,0.01,0.01,0.02,0.02,0.04,0.2,0.38,0.4,0.4,0.43,0.58,1.0,0.85,1.17,1.79
a_0,0.01,0.01,0.01,0.02,0.02,0.04,0.22,0.37,0.37,0.45,0.37,0.6,1.19,1.0,1.36,1.55
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.2,0.24,0.32,0.32,0.38,0.34,0.89,0.79,1.0,1.16
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.11,0.21,0.23,0.27,0.3,0.46,0.57,0.64,0.88,1.0
