,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.73,1.07,1.18,1.05,0.92,1.12,1.11,1.47,1.05,1.14,1.06,1.04,1.13,1.1,1.13
f_1,1.36,1.0,0.88,0.97,0.9,0.85,0.86,0.99,0.98,0.82,1.0,0.93,0.86,0.92,0.67,1.03
d_1,0.93,1.14,1.0,0.94,1.03,1.05,0.95,0.77,1.01,1.38,0.86,1.02,0.99,0.89,1.09,0.79
c_1,0.85,1.04,1.07,1.0,1.37,0.87,1.14,0.99,0.69,0.84,0.91,0.83,0.98,0.96,0.89,0.98
b_1,0.95,1.11,0.98,0.73,1.0,1.44,1.05,1.19,0.94,1.14,1.05,1.0,1.03,0.92,1.08,0.96
a_1,1.06,1.18,0.95,1.14,0.7,1.0,0.98,0.98,1.04,0.96,1.07,1.2,1.38,1.43,0.87,1.18
h_1,0.94,1.17,1.07,0.86,0.96,0.98,1.0,1.28,0.96,0.94,0.96,0.93,0.92,0.96,1.02,1.06
g_1,0.88,0.96,1.33,1.01,0.88,1.02,0.8,1.0,0.89,0.92,1.2,1.08,0.9,1.05,1.02,0.93
d_0,0.67,0.99,1.01,1.53,1.06,1.02,1.08,1.18,1.0,0.8,1.04,1.03,0.99,0.93,1.05,1.14
c_0,0.95,1.19,0.72,1.02,0.88,1.02,1.04,1.1,1.26,1.0,1.01,1.69,1.04,1.06,1.17,1.12
f_0,0.88,1.0,1.11,1.09,0.9,0.92,1.01,0.84,0.99,1.0,1.0,1.04,1.04,0.98,1.7,0.84
b_0,0.99,1.08,0.91,1.22,0.92,0.85,1.04,0.98,0.97,0.6,1.09,1.0,1.04,1.61,1.17,1.2
h_0,0.96,1.17,1.04,1.03,0.93,0.75,1.1,1.11,0.95,0.95,0.89,0.97,1.0,0.87,1.01,1.13
a_0,0.94,1.04,1.1,1.04,1.05,0.66,1.07,0.92,1.01,0.96,1.13,0.67,1.18,1.0,1.1,1.14
e_0,0.97,1.37,0.98,1.17,0.98,1.1,1.01,1.01,0.93,0.88,0.61,0.91,0.91,0.9,1.0,0.97
g_0,0.89,0.94,1.26,1.03,1.01,0.96,0.96,1.06,0.95,0.87,1.17,0.86,0.85,0.85,1.03,1.0
