,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.23,0.92,0.42,0.39,0.42,0.31,0.88,0.82,0.63,0.97,0.95,0.27,1.1,0.74,0.6,1.17
e_1,0.58,2.29,0.56,0.41,0.37,0.39,0.96,2.06,0.79,1.2,0.98,1.07,1.12,0.76,0.6,1.03
c_1,0.49,0.5,2.39,0.46,0.82,0.33,0.74,0.88,0.61,0.32,0.89,0.86,1.12,0.76,0.65,1.04
d_1,0.58,0.44,0.41,2.46,0.39,0.39,0.85,0.57,0.95,1.7,1.14,0.76,1.42,0.9,0.66,1.27
b_1,0.56,0.43,0.46,0.52,2.58,0.71,0.96,0.77,0.67,0.74,0.29,0.99,1.2,0.57,0.6,1.31
a_1,0.52,0.42,0.52,0.5,0.46,3.06,0.96,1.09,0.78,1.0,0.92,1.17,1.24,0.36,1.03,0.85
h_1,0.88,0.57,0.59,0.6,0.45,0.37,2.95,1.18,1.24,1.2,1.46,0.95,0.92,0.93,1.06,1.59
d_0,0.58,0.51,1.22,0.32,0.44,0.46,1.03,2.48,1.07,1.06,1.41,1.12,1.71,1.1,1.12,1.18
g_1,0.54,0.54,0.63,0.91,0.61,0.34,0.93,0.94,3.33,0.89,1.18,1.96,1.55,1.13,1.01,0.78
c_0,0.61,0.57,0.41,0.71,0.44,0.36,1.29,1.29,1.09,2.7,2.52,1.03,1.84,1.26,1.13,1.24
b_0,0.74,0.62,0.72,0.61,0.27,0.32,1.29,1.34,0.98,1.04,2.77,1.23,1.88,2.22,1.28,1.35
f_0,0.35,0.52,0.73,0.65,0.59,0.31,1.19,1.41,1.11,1.07,1.23,2.98,2.06,1.63,2.76,1.14
h_0,0.98,0.64,0.54,0.62,0.51,0.45,0.84,1.06,1.29,1.02,1.33,1.07,0.77,1.05,1.21,1.87
a_0,0.64,0.64,0.74,0.59,0.57,0.2,1.15,1.34,0.98,1.23,0.88,1.27,1.8,3.04,1.14,1.47
e_0,0.51,0.31,0.73,0.89,0.62,0.45,1.02,1.16,1.23,1.51,1.18,1.03,2.02,1.06,3.08,1.16
g_0,0.56,0.56,0.65,0.9,0.52,0.43,1.12,1.04,0.7,1.15,1.06,1.92,1.39,0.96,1.08,0.83
