,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,103.65,63.76,92.28,140.63,146.36,500.44,13427.08,19025.2,38502.66,28033.95,46089.61,75569.78,133806.77,175495.83,190328.37,308878.48
f_1,98.88,104.42,89.32,113.94,140.62,362.84,10476.07,19068.22,25025.36,28284.69,44714.09,58847.15,111684.89,161083.06,171031.27,284386.73
d_1,62.26,72.29,136.23,87.49,115.33,405.09,12269.31,17755.24,18326.02,41725.1,49191.62,60522.69,112808.21,168577.51,179865.41,251620.4
c_1,52.5,56.36,86.57,153.93,198.28,422.51,9687.46,17003.09,17617.28,19636.15,30449.83,52068.77,103230.07,135329.7,167608.18,234559.89
b_1,53.29,54.33,82.0,77.07,188.39,570.92,10509.0,16085.1,17726.59,26398.68,30996.42,49801.65,100533.64,121380.21,167603.43,231847.52
a_1,35.7,44.32,58.26,62.34,69.38,484.77,7751.12,11375.82,11859.72,17880.58,29385.85,42032.14,65153.31,72936.23,115540.37,152122.13
h_1,15.74,20.51,22.0,27.38,30.58,94.13,3768.4,5155.66,4982.72,6300.78,10111.81,14926.63,27015.29,35886.18,49295.57,85592.16
g_1,12.18,13.03,25.54,21.34,26.05,95.09,2334.81,5484.96,4064.77,6380.43,9824.6,16659.41,21530.28,32308.43,40514.06,48883.25
d_0,10.61,13.33,16.36,33.59,31.35,88.24,2447.01,3570.01,5544.4,4282.35,8078.82,12519.7,24062.66,31742.36,44656.37,55183.24
c_0,13.69,13.55,14.85,22.01,20.77,79.96,2550.02,3465.9,5086.31,6689.07,13382.42,13552.05,21984.64,37052.82,40154.51,53033.13
b_0,11.24,12.56,14.24,20.57,20.26,56.5,2065.37,2987.01,3903.06,4153.24,9356.09,10619.52,21005.94,43656.74,34265.65,44228.54
f_0,8.36,9.01,14.6,17.23,21.66,64.59,1836.48,2769.1,3206.46,3914.76,6885.01,12030.01,17381.36,22991.17,48925.31,40157.22
h_0,7.89,10.33,11.83,13.53,16.13,59.06,1308.14,2833.7,2608.55,3459.9,5405.81,7437.8,13386.43,20558.62,25466.1,39293.67
a_0,6.92,7.99,10.61,12.76,14.52,38.76,1408.77,2133.63,2466.53,3105.62,3937.16,6039.94,12207.51,24308.64,21377.23,26776.85
e_0,5.91,7.37,10.58,11.18,15.55,39.08,1358.48,2359.59,2073.38,2900.91,4626.66,5275.08,12200.25,16734.5,27927.07,31678.31
g_0,6.03,6.38,11.48,9.43,12.87,43.37,1043.9,1627.39,1752.93,2862.65,4243.99,7415.79,10444.84,15366.21,20577.16,23453.4
