,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.94,0.41,0.51,0.38,0.34,0.25,0.28,0.42,0.21,0.23,0.26,0.27,0.25,0.2,0.14,0.21
f_1,0.66,0.94,0.39,0.41,0.34,0.22,0.22,0.27,0.23,0.24,0.26,0.15,0.2,0.19,0.14,0.22
c_1,0.41,0.48,0.94,0.44,0.62,0.23,0.26,0.22,0.21,0.11,0.17,0.21,0.23,0.18,0.18,0.2
d_1,0.46,0.45,0.32,0.95,0.4,0.29,0.27,0.2,0.26,0.44,0.3,0.25,0.25,0.22,0.2,0.19
b_1,0.43,0.44,0.38,0.41,0.94,0.58,0.31,0.27,0.25,0.28,0.16,0.23,0.29,0.18,0.21,0.23
a_1,0.52,0.59,0.6,0.48,0.29,0.94,0.35,0.3,0.24,0.27,0.38,0.26,0.27,0.13,0.23,0.26
h_1,0.6,0.98,0.76,0.68,0.55,0.4,0.74,0.33,0.45,0.35,0.37,0.28,0.32,0.28,0.32,0.44
d_0,0.64,0.7,1.19,0.35,0.62,0.5,0.55,0.66,0.39,0.31,0.38,0.37,0.42,0.25,0.32,0.31
g_1,0.76,0.66,0.66,1.02,0.55,0.41,0.41,0.38,0.74,0.43,0.43,0.5,0.34,0.29,0.32,0.27
c_0,0.95,0.8,0.64,0.64,0.49,0.53,0.48,0.53,0.41,0.64,0.69,0.36,0.42,0.37,0.3,0.33
b_0,0.81,0.7,0.94,0.77,0.46,0.36,0.51,0.48,0.37,0.36,0.65,0.4,0.4,0.58,0.36,0.38
f_0,0.69,0.68,0.77,0.72,0.66,0.51,0.57,0.48,0.43,0.54,0.48,0.65,0.46,0.35,0.6,0.36
h_0,0.74,1.17,0.79,0.8,0.55,0.45,0.42,0.47,0.55,0.48,0.48,0.45,0.36,0.35,0.37,0.48
a_0,0.95,0.77,0.84,0.88,0.75,0.24,0.51,0.57,0.44,0.48,0.38,0.4,0.47,0.62,0.4,0.39
e_0,0.56,1.09,0.94,0.76,0.67,0.56,0.62,0.52,0.48,0.55,0.47,0.39,0.54,0.38,0.62,0.41
g_0,0.71,0.86,0.84,1.19,0.65,0.49,0.44,0.46,0.37,0.51,0.53,0.62,0.52,0.43,0.42,0.35
