,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.58,1.01,0.9,1.04,0.82,0.26,0.22,0.27,0.19,0.19,0.25,0.13,0.18,0.25,0.15
f_1,0.91,0.42,0.95,0.92,0.95,0.71,0.19,0.21,0.27,0.18,0.18,0.24,0.1,0.16,0.17,0.15
c_1,0.73,0.93,0.41,1.16,0.94,1.01,0.27,0.12,0.26,0.26,0.19,0.18,0.15,0.18,0.17,0.14
d_1,1.13,0.99,1.03,0.39,0.97,0.85,0.28,0.28,0.18,0.19,0.2,0.18,0.11,0.19,0.17,0.08
b_1,1.05,1.27,0.62,1.17,0.38,0.99,0.31,0.22,0.31,0.35,0.35,0.21,0.19,0.25,0.2,0.16
a_1,1.45,1.34,1.21,1.3,0.65,0.32,0.37,0.32,0.42,0.27,0.33,0.3,0.2,0.4,0.26,0.18
h_1,1.73,1.93,1.67,1.88,1.75,1.46,0.28,0.39,0.59,0.36,0.37,0.35,0.39,0.4,0.31,0.24
d_0,1.2,1.77,2.29,2.9,2.1,1.76,0.59,0.31,0.67,0.42,0.42,0.4,0.33,0.42,0.43,0.33
g_1,1.94,2.13,2.23,1.73,1.89,1.77,0.47,0.44,0.26,0.4,0.41,0.37,0.23,0.44,0.38,0.3
c_0,2.08,2.12,3.0,1.21,2.2,1.81,0.72,0.62,0.52,0.29,0.43,0.43,0.27,0.36,0.39,0.27
b_0,1.98,2.07,2.96,1.72,2.5,1.84,0.68,0.46,0.67,0.27,0.28,0.44,0.31,0.33,0.42,0.29
f_0,1.92,3.29,2.42,1.88,2.1,2.08,0.61,0.43,0.4,0.44,0.42,0.27,0.34,0.43,0.34,0.18
h_0,2.28,2.51,2.6,2.16,2.46,1.95,0.9,0.56,0.62,0.47,0.48,0.46,0.4,0.42,0.46,0.33
a_0,2.22,2.87,2.85,2.3,3.54,3.07,0.73,0.59,0.82,0.42,0.29,0.47,0.38,0.25,0.52,0.34
e_0,3.03,3.69,2.51,2.39,2.25,2.35,0.71,0.55,0.61,0.47,0.56,0.31,0.41,0.44,0.27,0.28
g_0,2.71,3.04,2.77,2.75,2.64,2.44,0.72,0.59,1.0,0.6,0.63,0.55,0.3,0.49,0.5,0.46
