,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.13,4.72,5.3,4.26,5.38,4.26,1.01,1.51,1.03,1.08,0.94,2.04,0.55,1.0,0.92,0.93
e_1,2.76,1.13,5.62,4.94,6.21,5.68,1.74,1.84,1.35,1.33,1.14,1.43,0.83,1.06,2.75,0.9
d_1,5.94,5.77,1.12,6.48,5.53,5.65,1.42,0.89,2.87,0.92,1.01,0.89,0.65,0.9,1.08,0.48
c_1,5.19,5.6,7.04,1.13,5.83,4.82,2.11,1.7,0.62,2.54,1.26,1.05,0.76,1.15,1.15,0.87
b_1,7.53,6.73,7.05,3.56,1.14,9.69,2.21,2.51,1.67,1.84,6.11,1.8,1.46,1.74,1.47,1.25
a_1,12.84,11.2,9.66,14.87,4.25,1.14,2.92,3.02,2.05,2.49,3.22,2.0,1.92,5.8,2.07,1.5
h_1,17.51,14.33,17.65,20.02,13.82,14.92,1.78,5.3,3.85,3.29,3.8,3.5,4.49,3.22,3.91,2.9
g_1,23.31,22.07,17.74,24.11,23.52,20.43,3.73,1.81,4.43,3.45,4.02,4.61,2.36,3.79,3.83,4.5
d_0,27.52,12.91,39.2,24.11,21.62,25.41,6.11,8.82,2.43,5.51,4.93,4.17,3.22,5.21,4.86,3.51
c_0,25.96,21.8,12.08,64.96,24.15,21.36,6.72,6.84,6.18,2.22,4.97,5.25,3.51,5.72,3.79,3.47
b_0,25.42,21.93,20.07,38.82,46.22,23.21,7.04,5.9,4.82,2.34,2.23,4.27,3.1,4.72,4.16,3.78
f_0,58.1,23.49,23.91,30.9,28.22,25.75,8.0,5.38,7.2,5.51,5.76,2.31,4.7,5.21,5.41,2.07
h_0,38.94,29.6,29.31,37.89,44.68,34.18,16.0,9.63,7.62,5.16,6.71,6.03,9.09,5.88,5.26,4.9
a_0,38.12,36.05,30.93,35.37,53.62,67.14,13.13,10.93,7.44,6.26,3.8,6.82,4.49,2.65,7.15,4.22
e_0,54.63,65.02,28.57,43.6,45.44,32.98,11.0,11.09,6.68,7.59,7.64,3.92,6.33,5.34,2.46,4.38
g_0,52.29,42.84,37.04,46.13,47.88,53.71,8.8,17.85,8.4,7.5,9.85,7.39,4.49,7.0,7.29,10.41
