,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.82,0.94,1.2,0.95,0.88,1.08,1.07,1.41,1.01,1.0,1.13,1.11,1.3,0.98,1.14
f_1,1.2,1.0,1.0,0.97,0.95,0.95,0.85,1.13,0.9,0.8,0.98,0.72,0.87,0.86,0.85,1.12
d_1,1.06,1.01,1.0,0.96,0.93,1.02,0.92,0.88,1.11,1.4,1.08,0.97,1.0,0.91,1.08,0.78
c_1,0.84,1.03,1.04,1.0,1.39,1.01,0.99,1.04,0.7,0.77,0.8,0.96,0.98,0.91,0.99,0.92
b_1,1.05,1.05,1.08,0.72,1.0,1.53,0.96,0.99,0.96,1.15,1.05,0.99,1.04,0.82,0.83,1.01
a_1,1.11,1.04,0.99,0.99,0.67,1.0,1.26,1.06,1.16,1.14,1.11,1.26,1.11,1.1,1.24,0.97
h_1,0.89,1.21,1.09,1.01,0.99,0.8,1.0,1.13,0.83,0.89,0.96,0.97,0.87,0.77,0.92,1.11
g_1,0.95,0.91,1.18,1.0,0.97,0.9,0.89,1.0,1.03,1.01,1.16,1.3,1.02,0.99,1.01,1.18
d_0,0.68,1.11,0.89,1.42,1.08,0.86,1.23,1.01,1.0,0.72,0.9,1.05,1.07,1.12,0.98,1.14
c_0,0.98,1.2,0.69,1.34,0.85,0.85,1.13,1.05,1.37,1.0,1.42,1.12,0.97,1.35,0.98,1.22
b_0,0.98,1.01,0.92,1.32,0.88,0.89,1.05,0.89,1.13,0.66,1.0,0.88,1.03,1.41,0.95,1.27
f_0,0.94,1.45,1.01,1.01,1.0,0.8,1.01,0.77,0.98,0.91,1.05,1.0,1.05,1.08,1.49,0.81
h_0,0.9,1.12,1.02,0.99,0.97,0.93,1.21,0.98,0.95,1.01,0.95,0.92,1.01,1.04,0.93,1.31
a_0,0.83,1.17,1.03,1.17,1.22,0.86,1.27,1.0,0.89,0.78,0.73,0.89,0.94,1.0,1.15,0.95
e_0,0.95,1.29,0.96,1.0,1.14,0.85,1.09,1.01,1.05,1.0,1.05,0.67,1.06,0.89,1.0,1.12
g_0,0.9,0.87,1.27,1.04,0.97,0.98,0.91,0.86,0.87,0.88,0.8,1.21,0.78,1.02,0.93,1.01
