,e_1,d_1,f_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,g_0,e_0,a_0
e_1,114.41,53.33,60.48,79.53,107.12,261.54,8159.47,28511.51,17563.42,19354.38,25203.86,38973.04,86354.14,179745.4,90307.14,176032.1
d_1,50.67,121.69,63.11,55.38,102.55,313.89,7892.36,12116.56,27404.91,15503.52,30542.74,36869.34,88075.99,118198.41,149930.95,168119.93
f_1,80.93,52.66,124.2,69.57,84.93,352.98,6755.95,13829.51,15228.94,15397.5,22046.03,19368.02,83925.13,128343.44,94975.97,146697.18
c_1,48.41,54.49,58.8,128.39,184.28,274.55,8630.01,11715.62,10557.63,15599.64,18998.21,35064.4,76665.82,119558.33,107510.79,128906.08
b_1,46.12,51.83,58.64,38.4,194.47,505.47,6350.18,12271.14,12926.47,14058.83,13401.16,26026.72,70165.03,111016.74,80709.79,101126.74
a_1,37.33,34.72,37.04,38.53,36.52,497.83,5299.57,9724.64,9877.58,10976.87,16824.15,22876.44,45811.94,80666.46,61117.03,65965.0
h_1,14.73,16.36,20.55,16.91,27.36,81.03,3422.69,3839.06,4164.45,5271.75,6430.95,8852.77,17956.34,40839.11,29588.71,42026.15
d_0,9.87,8.23,15.06,24.47,25.17,67.31,2043.19,4859.1,2623.09,3831.44,5815.05,6924.12,17941.77,27645.44,23533.31,36448.59
c_0,12.18,12.45,14.19,12.35,21.18,69.84,1730.77,3918.79,5120.87,3326.36,9164.9,8519.55,17954.24,31698.06,28981.6,37158.0
g_1,9.23,18.02,11.38,14.29,22.23,54.82,1626.27,3097.37,3696.6,6123.7,5839.84,10550.78,13856.21,24051.6,26873.37,30065.92
b_0,10.5,11.86,13.7,13.79,16.61,53.06,1826.06,2835.27,3008.26,2890.3,7211.46,6985.98,17613.74,29189.86,20704.45,50480.28
f_0,8.79,11.89,7.48,11.65,19.38,53.73,1564.21,3047.08,3089.88,2523.72,4687.45,8852.4,15161.29,26160.27,33287.86,27496.1
h_0,8.07,8.27,10.29,8.68,12.11,41.34,933.1,2300.88,2230.22,3047.41,3230.59,4880.9,8742.24,23140.65,13630.15,17120.86
g_0,5.22,10.3,6.38,8.27,11.6,36.19,983.52,1695.05,1971.97,1820.57,2651.39,5536.43,8657.6,12514.53,13210.37,16777.07
e_0,4.35,7.15,7.66,8.02,12.74,41.83,1116.34,1795.82,2198.42,1802.0,3534.91,3964.83,12315.46,18318.32,23230.16,18021.56
a_0,5.44,6.48,6.34,7.89,12.38,29.43,911.53,1752.78,1852.22,2014.47,2619.48,3978.03,10955.94,15283.69,13155.33,26600.35
