,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,a_0,h_0,g_0,e_0
f_1,11653.05,5092.0,3679.98,5055.12,8686.05,20828.86,3411763.92,7515721.9,12103322.5,10321271.93,24811931.88,21516742.45,69441297.74,104141816.5,301121301.63,140293620.59
e_1,3470.71,11824.38,3179.63,5366.21,7785.74,25014.62,4991692.23,8574333.21,24111554.08,14801024.45,30878600.63,53188484.12,89110974.06,115045237.51,347052660.63,146736566.07
d_1,3114.2,2692.66,15395.43,3961.14,8007.89,32245.78,3835712.05,9146400.46,6039232.94,27103970.62,32280091.46,48801114.03,74938904.56,134560107.6,319485474.75,276260255.55
c_1,3076.92,3091.34,3425.96,20617.3,16609.01,22785.89,3475815.18,7235182.9,12394219.43,5280241.66,17527889.22,41383366.72,75666501.05,110366178.52,276059336.18,192929680.04
b_1,2738.56,2621.39,3955.29,4802.31,45314.16,55001.29,3743834.78,8146029.91,13328758.14,10579171.75,9645868.91,48640527.98,54659888.89,110784232.5,283389987.54,235729312.15
a_1,3042.79,2911.62,4226.25,4548.79,9773.01,178390.48,4919885.34,9359925.09,12263678.59,13761297.12,21100871.23,45771587.59,40929185.67,137798141.88,324106273.56,218020952.66
h_1,5108.69,3366.92,4727.28,6072.71,9544.36,28160.66,12157554.09,13791457.74,16689466.35,17392946.88,27966710.08,49860737.46,78681972.59,89574623.09,533719226.67,297286257.78
g_1,3164.47,3583.16,8040.68,5879.47,8294.9,28069.12,4087516.36,31007265.06,9640089.18,14988121.26,28066036.91,69249637.5,72631455.12,133055824.11,297530942.4,248058377.19
d_0,3620.4,3493.32,2557.99,11555.03,11561.04,30520.27,5011528.98,10667625.73,30058591.9,12158053.37,29271326.84,52161451.56,94688246.71,142598012.47,356037995.65,265344811.22
c_0,4219.29,3956.24,4790.87,3398.54,8493.34,31746.71,5025231.04,12123141.23,17679599.25,32430437.81,72291307.19,67494773.39,120142256.59,151649832.2,382422042.3,344804491.91
b_0,4354.91,3594.29,4820.44,6355.26,6775.96,25744.25,5342299.19,10855419.14,17377715.98,15672102.98,61963977.59,45158824.45,214188678.88,184967258.94,410726924.99,308937173.06
f_0,2651.13,2963.84,5366.48,6738.45,10318.68,37525.23,5620278.93,10458409.25,18872445.38,16131978.56,33844800.9,120568486.91,92964285.47,143503951.91,424189797.05,652764581.27
a_0,4809.61,3756.63,4715.12,6392.14,9819.1,15841.03,5617909.98,13206004.76,17573996.99,14557020.84,37940118.67,54287285.5,244639551.64,143088972.99,402779227.73,214722290.5
h_0,5865.53,3738.21,5059.45,6192.17,9813.88,23317.11,2842554.93,15853338.53,13742345.84,14223177.27,28017205.18,52850452.86,91430574.06,89567358.91,519686380.37,279373807.22
g_0,3350.09,3563.63,6782.92,5512.49,9565.53,34152.68,5255746.23,7369135.95,16740001.64,14718202.66,26528920.07,83558667.06,106086135.85,150748895.31,273538828.74,350506700.93
e_0,3880.43,2762.16,4905.01,7514.31,10066.76,28028.82,4946444.19,12767552.06,17413253.24,17368647.67,34149881.31,40124193.5,117233067.35,151211315.24,463829315.43,869004256.74
