,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,9771.12,1167.44,1485.86,2374.35,3255.15,11579.41,1924253.85,8223671.17,3198974.85,5273800.24,7785460.95,9456972.12,46544207.55,43942126.69,96606588.72,13273113.72
f_1,1787.25,12789.78,1622.95,1850.02,3163.73,7956.71,1867190.99,4415086.25,3773914.03,5754669.74,7542987.13,2083241.02,51370512.22,52288126.81,74360625.72,40842202.6
d_1,1155.15,1430.22,15278.81,1657.22,3230.5,8504.83,1814461.04,1015687.26,5450038.08,10650385.39,7362453.89,9147026.95,38197301.68,67090454.39,85040430.44,55545273.31
c_1,839.06,1306.35,1281.39,23277.08,7509.93,8536.74,1968863.65,5348734.05,3341482.86,1587676.8,7431365.7,7130200.98,43949611.11,54823435.75,82994449.94,57809143.07
b_1,857.37,1210.01,1470.2,2073.27,44262.71,24981.92,1551192.37,5412848.27,3365174.02,5125823.38,1975049.6,9400964.5,31424097.56,58109959.22,59940675.68,87335060.38
a_1,1010.68,1605.88,1201.85,2578.21,3165.35,199006.88,1686274.18,4988030.97,3401233.07,4915155.04,5816273.58,7781486.79,37212272.14,8296580.62,91767652.63,63846612.08
h_1,1470.2,3086.87,2446.77,3153.0,4407.69,24137.54,13410520.83,7699566.07,8717266.11,10022753.83,14633426.04,13880839.59,25433072.65,85055625.01,221362777.42,151186448.98
d_0,1734.53,2579.65,721.67,7756.36,5275.52,18984.85,3599232.2,20995774.88,5735620.34,6726012.86,13230660.63,17129445.84,85016249.28,106137248.38,146903641.11,117513403.85
g_1,1665.93,2007.68,4190.59,3135.67,5506.34,10465.93,2893591.44,6878563.36,35515272.04,8819224.77,14279185.8,19951541.76,76335945.96,101277419.41,58788910.4,112289730.26
c_0,1714.38,2681.49,2863.96,1617.88,4108.19,23810.8,4283957.62,6108784.04,7256554.79,29112935.99,26385924.29,22100392.14,96985047.79,111262255.7,207468341.01,129787069.61
b_0,1931.04,2288.01,3100.61,3592.96,1967.23,21161.29,3403995.6,8753237.32,6846090.07,9849549.38,43581784.15,17304032.04,89863999.89,210250355.46,171353174.4,126222163.39
f_0,1585.45,1116.38,2684.84,4817.06,5468.98,24601.3,3378909.63,8726343.32,8449334.08,9396041.87,15296776.31,50232406.83,86823841.14,151330740.45,191045701.38,250522519.28
h_0,1796.51,3109.16,2924.83,3867.06,5939.15,15495.45,1300015.42,6888476.62,9975153.01,7865222.72,17038433.73,15724070.4,31528274.29,103412072.28,167220915.43,105836762.52
a_0,1816.99,2748.09,2979.07,3983.85,5479.49,,3145277.79,7988103.62,7927362.55,9505429.04,19251098.4,16844224.48,102554227.37,464090530.97,163559728.76,133010571.18
g_0,1712.78,1757.23,4275.73,3506.28,5967.1,17894.68,2756449.8,6785189.19,3169189.24,6544294.43,12470916.81,26259139.4,67564267.53,98223577.3,80772998.75,146368610.91
e_0,438.44,2342.48,2980.55,5851.71,5572.1,25065.16,2345520.77,6011104.23,5999141.31,9049100.09,14070587.15,20340587.27,63204568.64,113410571.72,154720110.27,493296206.14
