,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,3.86,7.15,5.22,5.03,4.34,2.4,2.68,2.3,2.04,1.73,2.68,1.72,2.4,,1.91
f_1,6.35,0.67,5.15,5.56,5.25,5.33,1.98,2.67,2.33,2.14,1.96,,1.49,1.72,1.72,1.74
d_1,5.35,6.01,0.66,5.87,5.18,6.3,2.68,2.02,,3.09,2.13,1.95,1.66,2.04,1.93,1.08
c_1,6.68,5.71,6.28,0.65,6.34,6.62,2.73,2.48,1.41,,2.47,1.91,2.1,2.01,2.12,1.58
b_1,6.92,6.0,7.23,3.91,0.63,,2.21,2.78,2.29,2.87,,2.25,1.82,2.15,2.13,1.96
a_1,9.29,7.02,7.71,8.21,,0.56,4.4,3.58,3.26,2.93,2.54,3.07,2.0,,,1.81
h_1,5.62,5.94,5.44,5.15,6.14,3.48,0.6,2.58,1.56,1.83,1.81,2.26,,1.22,2.28,1.43
g_1,6.62,4.86,5.48,5.2,5.75,4.85,1.96,0.59,1.8,1.69,2.55,2.21,1.49,,2.25,
d_0,3.06,4.78,,5.71,4.32,4.56,2.2,2.57,0.7,1.69,1.5,1.87,1.55,1.93,1.17,1.59
c_0,4.63,5.57,2.65,,4.73,4.22,1.99,2.23,2.42,0.69,2.39,1.77,1.33,1.77,1.72,1.33
b_0,5.73,5.55,4.82,6.02,,4.67,2.32,1.68,2.39,1.04,0.69,1.79,1.61,1.83,1.5,2.0
f_0,6.63,,5.54,6.64,4.89,4.47,2.06,1.57,2.11,1.97,2.01,0.66,1.39,2.05,2.39,0.85
h_0,4.64,4.74,4.41,4.34,4.49,3.92,,2.08,1.39,1.83,1.54,1.28,,1.73,1.61,1.42
a_0,4.92,7.21,7.25,4.89,8.06,,3.67,,1.78,2.52,1.31,2.07,1.46,0.62,,
e_0,,7.0,5.99,5.05,7.84,,2.75,1.96,2.96,2.29,2.64,1.1,1.85,,0.6,1.92
g_0,5.17,5.72,6.18,6.02,4.87,5.5,1.81,,1.85,2.05,1.52,2.32,0.96,,1.31,
