,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.44,0.61,0.67,0.61,0.6,0.31,0.31,0.35,0.27,0.26,0.32,0.25,0.29,0.33,0.26
f_1,0.61,0.4,0.56,0.63,0.61,0.55,0.24,0.27,0.33,0.24,0.25,0.29,0.19,0.24,0.21,0.26
d_1,0.67,0.66,0.38,0.58,0.57,0.5,0.3,0.31,0.24,0.3,0.28,0.25,0.22,0.26,0.26,0.18
c_1,0.51,0.59,0.71,0.39,0.63,0.59,0.36,0.19,0.33,0.32,0.23,0.27,0.24,0.27,0.26,0.22
b_1,0.63,0.64,0.59,0.43,0.36,0.67,0.37,0.29,0.3,0.34,0.34,0.27,0.23,0.27,0.25,0.24
a_1,0.6,0.61,0.6,0.63,0.39,0.3,0.36,0.32,0.36,0.29,0.35,0.3,0.25,0.3,0.29,0.23
h_1,0.56,0.67,0.53,0.58,0.56,0.51,0.23,0.24,0.28,0.23,0.24,0.22,0.23,0.23,0.23,0.21
d_0,0.42,0.57,0.68,0.7,0.6,0.52,0.34,0.23,0.34,0.24,0.26,0.27,0.24,0.25,0.26,0.26
g_1,0.54,0.55,0.57,0.59,0.64,0.49,0.28,0.27,0.21,0.26,0.26,0.27,0.18,0.25,0.25,0.25
c_0,0.61,0.61,0.42,0.7,0.55,0.53,0.36,0.33,0.29,0.21,0.31,0.26,0.21,0.27,0.29,0.21
b_0,0.55,0.6,0.52,0.68,0.62,0.5,0.31,0.27,0.33,0.18,0.21,0.24,0.21,0.3,0.25,0.19
f_0,0.56,0.65,0.56,0.56,0.55,0.49,0.35,0.27,0.23,0.23,0.26,0.21,0.21,0.26,0.32,0.17
h_0,0.58,0.63,0.55,0.53,0.56,0.48,0.32,0.25,0.32,0.26,0.24,0.25,0.24,0.22,0.22,0.22
a_0,0.55,0.6,0.53,0.6,0.59,0.6,0.31,0.3,0.3,0.22,0.16,0.26,0.21,0.18,0.24,0.23
e_0,0.57,0.77,0.52,0.54,0.52,0.52,0.31,0.27,0.26,0.24,0.24,0.16,0.24,0.23,0.18,0.2
g_0,0.54,0.57,0.6,0.59,0.54,0.51,0.28,0.24,0.3,0.25,0.26,0.27,0.19,0.24,0.23,0.22
