,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.45,3.9,4.29,5.58,4.5,3.49,0.78,1.35,0.8,0.73,0.76,2.65,0.42,0.95,0.99,0.73
e_1,2.52,0.44,4.45,4.11,4.94,4.17,1.75,1.51,0.84,0.84,1.06,0.98,0.72,0.95,3.95,0.72
d_1,4.4,4.66,0.43,4.13,4.85,4.47,1.28,0.91,3.82,0.81,0.85,0.89,0.62,0.85,0.74,0.35
c_1,4.93,4.72,5.78,0.41,4.74,5.37,1.32,1.16,0.46,3.1,0.94,1.01,0.63,0.99,0.73,0.77
b_1,5.88,6.61,5.14,2.29,0.38,5.35,1.52,1.65,1.13,1.16,2.96,1.03,0.84,0.94,1.05,0.77
a_1,5.67,5.81,6.54,6.26,3.13,0.33,1.94,2.31,1.36,1.68,2.1,0.95,0.98,4.42,1.1,0.78
h_1,4.7,4.5,4.41,6.32,5.35,4.61,0.37,1.41,1.09,0.89,1.03,0.95,1.69,0.94,1.04,0.91
g_1,7.29,5.15,6.07,6.56,6.44,3.91,1.15,0.32,1.39,1.39,0.94,0.94,0.74,0.95,0.97,2.49
d_0,7.16,2.72,12.19,6.27,5.09,7.19,1.5,1.54,0.46,0.99,1.17,0.99,0.89,1.22,1.05,0.96
c_0,6.29,5.34,2.88,23.86,5.14,6.25,1.63,1.72,2.17,0.49,1.26,1.12,0.84,0.93,1.05,0.76
b_0,6.19,5.19,5.25,6.39,12.43,6.93,1.53,1.26,1.54,0.62,0.41,1.37,0.79,1.09,0.94,0.86
f_0,34.56,5.61,5.09,7.18,4.52,10.0,1.52,1.02,1.61,1.2,1.12,0.39,0.96,1.12,1.1,0.65
h_0,6.46,7.1,6.1,8.28,6.35,7.01,4.71,2.59,1.44,1.05,1.14,1.47,1.89,1.46,0.85,1.06
a_0,7.36,7.54,7.34,7.29,9.4,13.44,2.5,1.8,1.71,1.49,0.83,1.16,0.86,0.35,1.11,0.79
e_0,11.08,14.65,5.28,8.14,6.83,6.82,1.84,2.21,1.38,0.94,1.5,0.69,1.26,1.39,0.38,1.36
g_0,8.16,8.45,6.29,6.69,8.36,9.35,1.67,4.41,1.97,1.2,1.39,1.23,0.71,1.43,1.18,2.56
