,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.24,0.03,0.03,0.03,0.03,0.02,0.05,0.12,0.06,0.04,0.04,0.04,0.08,0.04,0.08,
f_1,0.05,2.3,0.02,0.03,0.02,0.02,0.05,0.06,0.08,0.04,0.06,,0.08,0.05,0.07,0.06
d_1,0.02,0.03,2.3,0.03,0.02,0.02,0.07,,0.11,0.03,0.07,0.07,0.07,0.04,0.07,0.03
c_1,0.03,0.03,0.02,2.38,0.04,0.03,0.06,0.08,,0.06,0.04,0.05,0.12,,0.08,0.05
b_1,0.03,0.03,0.03,0.02,2.5,0.03,0.06,0.06,0.06,0.05,,0.05,0.08,0.05,0.07,0.05
a_1,0.03,0.02,0.03,0.02,0.03,3.01,0.06,0.04,0.06,,,0.07,0.07,,0.08,
h_1,0.11,0.14,0.1,0.09,0.1,0.1,2.66,0.27,0.23,0.26,0.21,0.17,,0.17,0.34,0.18
d_0,0.15,0.17,,0.28,0.11,0.13,0.27,2.01,0.23,0.28,0.37,0.28,0.39,0.17,0.22,0.19
c_0,0.12,0.16,0.14,,0.13,0.13,0.26,0.32,1.95,0.3,0.7,0.23,0.25,0.22,0.29,0.22
g_1,0.11,0.13,0.16,0.11,0.09,,0.2,0.29,0.25,2.94,0.15,0.31,0.19,0.13,,0.2
b_0,0.15,0.14,0.13,0.11,,,0.28,0.31,0.32,0.22,2.12,0.3,0.59,0.49,0.3,0.28
f_0,0.15,,0.15,0.15,0.17,0.12,0.34,0.36,0.32,0.22,0.28,2.2,0.32,0.24,0.3,0.45
h_0,0.23,0.34,0.19,0.23,0.14,0.12,,0.44,0.7,0.42,0.27,0.47,,0.39,0.76,0.25
a_0,0.17,0.09,0.12,,0.15,,0.32,0.32,0.27,0.27,0.22,0.27,0.41,2.69,0.35,0.32
g_0,0.17,0.13,0.43,0.18,0.24,0.19,0.35,0.51,0.48,,0.39,0.55,0.52,0.4,,
e_0,,0.14,0.14,0.16,0.18,,0.26,0.23,0.37,0.21,0.38,0.32,0.44,0.3,,2.61
