,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,0.46,0.75,0.82,0.86,0.85,0.27,0.29,0.2,0.17,0.16,0.21,0.13,0.16,0.35,0.1
f_1,0.77,0.17,0.71,0.8,0.84,0.64,0.16,0.24,0.17,0.13,0.16,0.31,0.08,0.16,0.13,0.15
d_1,1.04,0.9,0.15,0.76,0.66,0.65,0.21,0.13,0.44,0.14,0.15,0.13,0.14,0.13,0.15,0.08
c_1,0.61,0.77,1.16,0.15,0.64,0.8,0.22,0.22,0.09,0.32,0.16,0.17,0.12,0.17,0.16,0.11
b_1,0.71,0.8,0.94,0.4,0.13,0.94,0.25,0.32,0.15,0.21,0.31,0.16,0.1,0.19,0.15,0.12
a_1,0.67,0.98,0.8,1.12,0.41,0.09,0.21,0.25,0.16,0.19,0.21,0.16,0.15,0.31,0.13,0.12
h_1,0.58,0.74,0.55,0.62,0.76,0.57,0.06,0.19,0.12,0.11,0.12,0.14,0.16,0.15,0.11,0.09
g_1,0.68,0.79,0.58,0.7,0.56,0.54,0.13,0.05,0.12,0.12,0.12,0.11,0.07,0.11,0.13,0.13
d_0,0.32,0.62,1.36,0.65,0.63,0.69,0.23,0.22,0.07,0.14,0.14,0.15,0.08,0.19,0.13,0.1
c_0,0.66,0.65,0.29,2.0,0.75,0.57,0.2,0.17,0.18,0.06,0.14,0.14,0.09,0.12,0.11,0.1
b_0,0.64,0.58,0.45,0.76,1.37,0.61,0.17,0.18,0.15,0.06,0.06,0.11,0.09,0.13,0.1,0.09
f_0,0.64,1.25,0.49,0.55,0.68,0.45,0.19,0.1,0.14,0.13,0.16,0.05,0.09,0.16,0.12,0.06
h_0,0.57,0.56,0.56,0.71,0.57,0.54,0.33,0.19,0.13,0.11,0.12,0.11,0.17,0.12,0.09,0.1
a_0,0.66,0.69,0.49,0.67,0.8,1.31,0.17,0.2,0.13,0.1,0.05,0.13,0.11,0.04,0.11,0.07
e_0,1.06,1.03,0.54,0.52,0.57,0.65,0.16,0.14,0.13,0.1,0.13,0.07,0.08,0.09,0.04,0.08
g_0,0.61,0.58,0.69,0.68,0.69,0.53,0.13,0.25,0.14,0.12,0.12,0.12,0.06,0.11,0.13,0.13
