,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.95,1.43,1.22,1.5,2.79,18.76,26.95,24.71,28.71,34.43,33.3,52.98,62.25,56.56,112.21
d_1,1.05,1.0,1.16,1.1,1.45,3.27,25.52,22.78,35.18,31.99,37.89,41.3,59.23,67.6,76.99,78.92
e_1,0.7,0.86,1.0,1.24,1.39,3.32,20.65,27.52,24.61,36.18,31.9,43.42,63.74,61.01,79.49,101.91
c_1,0.82,0.9,0.81,1.0,1.71,2.23,17.02,21.33,17.54,16.1,25.04,28.26,55.16,43.96,57.76,82.76
b_1,0.67,0.69,0.73,0.58,1.0,3.07,16.9,17.02,19.8,20.53,29.01,26.39,45.24,48.22,57.34,81.6
a_1,0.36,0.3,0.3,0.45,0.33,1.0,8.25,8.66,9.29,7.38,12.44,12.96,23.52,22.18,23.68,34.53
h_1,0.05,0.04,0.05,0.06,0.06,0.13,1.0,1.42,1.24,1.17,1.76,1.74,3.45,3.11,3.03,6.06
g_1,0.04,0.05,0.04,0.05,0.06,0.11,0.71,1.0,1.02,1.06,1.33,1.73,1.77,2.41,2.62,3.72
c_0,0.04,0.03,0.04,0.06,0.05,0.1,0.82,1.01,1.0,1.18,1.69,1.52,2.36,2.34,2.64,3.87
d_0,0.03,0.03,0.03,0.06,0.05,0.12,0.83,0.95,0.83,1.0,1.52,1.36,2.09,2.35,2.43,3.73
b_0,0.03,0.03,0.03,0.04,0.04,0.07,0.55,0.75,0.59,0.65,1.0,1.03,2.04,2.72,1.82,2.66
f_0,0.03,0.02,0.02,0.04,0.04,0.07,0.57,0.58,0.67,0.79,0.97,1.0,1.8,1.86,3.02,2.05
h_0,0.02,0.02,0.02,0.02,0.02,0.04,0.29,0.56,0.43,0.45,0.49,0.54,1.0,0.94,1.1,1.88
a_0,0.02,0.01,0.02,0.02,0.02,0.05,0.32,0.41,0.42,0.42,0.38,0.54,1.06,1.0,1.12,1.87
e_0,0.02,0.01,0.01,0.02,0.02,0.04,0.33,0.39,0.39,0.4,0.53,0.32,0.92,0.97,1.0,1.28
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.17,0.27,0.24,0.26,0.35,0.48,0.53,0.58,0.8,1.0
