,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.82,1.17,1.75,1.99,5.05,22.21,35.55,51.6,36.75,44.86,54.57,88.9,88.61,122.54,118.78
f_1,1.23,1.0,1.16,1.46,1.75,3.42,15.37,28.06,32.16,30.02,44.83,42.04,63.37,81.62,86.01,147.19
d_1,0.85,0.87,1.0,0.88,1.09,2.94,15.08,17.8,23.9,36.48,34.82,33.39,66.32,66.08,91.1,73.9
c_1,0.57,0.69,1.13,1.0,1.52,2.52,13.16,20.22,14.3,16.94,27.36,34.97,50.32,62.05,84.45,79.4
b_1,0.5,0.56,0.91,0.66,1.0,3.74,10.76,22.21,16.6,19.66,20.86,26.95,41.69,45.73,66.29,68.17
a_1,0.2,0.29,0.34,0.4,0.27,1.0,4.65,7.76,6.94,9.14,11.28,12.23,22.61,17.56,22.98,31.23
h_1,0.04,0.07,0.07,0.08,0.1,0.22,1.0,1.97,1.37,1.6,2.19,2.42,3.97,4.92,5.56,7.39
g_1,0.03,0.04,0.05,0.05,0.04,0.12,0.52,1.0,0.84,1.05,1.32,1.8,2.03,2.53,4.11,3.79
d_0,0.02,0.03,0.04,0.07,0.06,0.14,0.72,1.16,1.0,0.97,1.33,1.53,2.29,3.39,3.51,3.8
c_0,0.03,0.03,0.03,0.06,0.05,0.11,0.63,0.89,1.0,1.0,1.77,1.37,2.3,2.83,3.57,3.76
b_0,0.02,0.02,0.03,0.04,0.04,0.09,0.45,0.77,0.75,0.54,1.0,0.92,1.81,3.22,2.3,2.96
f_0,0.02,0.02,0.03,0.03,0.04,0.08,0.42,0.53,0.63,0.76,1.09,1.0,1.83,2.01,3.4,2.16
h_0,0.01,0.02,0.02,0.02,0.02,0.05,0.26,0.48,0.42,0.42,0.52,0.54,1.0,0.95,1.2,1.99
a_0,0.01,0.01,0.01,0.02,0.02,0.06,0.2,0.41,0.32,0.37,0.32,0.49,1.05,1.0,1.28,1.32
e_0,0.01,0.01,0.01,0.01,0.02,0.04,0.18,0.25,0.28,0.3,0.43,0.28,0.77,0.69,1.0,0.99
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.14,0.26,0.25,0.26,0.34,0.45,0.5,0.74,0.99,1.0
