,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.44,1.91,1.8,1.9,2.13,1.92,0.41,0.39,0.51,0.39,0.4,0.77,0.21,0.41,0.37,0.36
e_1,1.1,0.44,2.13,2.19,2.4,2.04,0.71,0.38,0.74,0.4,0.38,0.44,0.3,0.4,0.35,1.15
d_1,2.12,2.54,0.42,2.19,1.98,1.75,0.58,1.28,0.35,0.38,0.39,0.36,0.28,0.39,0.2,0.38
c_1,2.21,1.48,3.26,0.41,1.92,2.03,0.56,0.25,0.69,0.89,0.46,0.42,0.31,0.45,0.26,0.45
b_1,2.56,2.47,2.38,1.25,0.39,2.58,0.77,0.58,0.81,0.74,1.3,0.42,0.31,0.45,0.37,0.51
a_1,3.42,3.49,2.31,2.72,1.48,0.32,0.93,0.7,0.82,0.65,0.73,0.62,0.52,1.25,0.36,0.58
h_1,3.8,2.95,3.11,3.3,3.27,2.47,0.34,0.63,0.98,0.63,0.53,0.55,0.83,0.62,0.51,0.45
d_0,3.55,1.85,8.7,4.51,3.96,3.77,1.11,0.4,1.61,0.77,0.71,0.7,0.7,0.65,0.61,0.92
g_1,4.89,3.8,3.8,3.43,3.57,3.53,0.86,1.08,0.3,0.88,0.73,0.71,0.37,0.67,0.98,0.72
c_0,5.7,3.43,1.8,10.03,3.99,3.55,1.01,0.97,1.06,0.37,0.72,0.63,0.59,0.8,0.58,0.78
b_0,4.46,3.83,3.26,5.29,10.76,3.22,1.31,0.99,1.02,0.41,0.37,0.73,0.6,0.76,0.55,0.61
f_0,8.42,3.98,3.87,3.8,4.52,4.31,1.52,0.83,0.77,0.77,0.77,0.38,0.67,0.75,0.39,0.95
h_0,4.7,4.91,4.15,3.8,4.71,4.35,2.42,0.99,1.33,0.97,0.95,0.82,1.04,0.81,0.65,0.81
a_0,4.36,4.68,4.79,4.55,6.61,6.34,1.5,1.1,1.48,0.76,0.48,0.84,0.77,0.35,0.64,1.1
g_0,4.79,4.82,4.69,5.83,4.89,5.02,1.02,0.89,2.28,0.91,0.93,0.99,0.54,1.01,1.19,1.2
e_0,4.9,8.96,4.54,4.68,4.58,5.71,1.52,1.04,1.53,0.9,0.89,0.54,0.87,1.36,0.79,0.3
