,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.51,0.62,0.85,0.58,0.68,0.57,0.88,1.29,0.72,0.58,0.72,0.88,0.74,0.88,0.49,0.83
f_1,1.1,1.52,0.58,0.63,0.57,0.63,0.65,0.78,0.79,0.63,0.77,0.44,0.62,0.67,0.57,0.8
c_1,0.57,0.75,1.55,0.81,0.97,0.46,0.71,0.62,0.44,0.67,0.62,0.73,0.59,0.82,0.64,0.71
d_1,0.73,0.79,0.54,1.55,0.68,0.52,0.86,0.55,1.2,0.75,0.93,0.78,0.78,0.94,0.76,0.66
b_1,0.71,0.74,0.73,0.72,1.57,0.83,0.8,0.79,0.8,0.65,0.4,0.68,0.56,0.82,0.63,0.8
a_1,0.76,0.72,0.86,0.8,0.62,1.76,0.97,0.99,0.84,0.8,0.88,0.76,0.7,0.92,0.85,1.12
h_1,0.83,1.26,0.85,0.9,0.88,0.64,1.75,1.07,1.05,1.23,1.09,0.99,0.99,0.95,0.88,1.14
d_0,0.83,1.04,1.53,0.66,0.96,0.64,0.97,1.62,0.99,1.08,0.9,0.98,0.95,1.2,0.8,0.99
c_0,1.01,1.09,0.76,0.92,0.81,0.71,1.09,1.11,1.61,1.13,1.78,1.19,1.03,1.19,0.77,0.94
g_1,0.99,0.88,0.95,1.27,0.9,0.69,0.88,0.81,1.03,1.88,1.02,1.43,1.03,1.05,0.99,0.69
b_0,0.9,1.02,1.06,0.98,0.69,0.84,1.11,1.12,1.07,1.06,1.69,1.1,1.77,1.08,0.98,1.17
f_0,0.79,0.89,1.05,0.99,0.99,0.83,1.24,1.29,1.17,0.93,1.26,1.72,1.17,1.53,1.57,0.9
a_0,0.99,1.16,1.12,1.06,0.91,0.59,1.11,1.36,1.32,0.95,0.98,1.0,1.7,1.16,0.98,0.97
h_0,0.98,1.37,0.98,1.01,0.97,0.73,0.64,1.15,1.24,1.39,1.14,0.97,0.95,1.07,0.96,1.46
e_0,0.77,1.2,1.01,1.1,1.01,0.67,1.26,1.26,1.39,1.14,1.28,0.94,1.19,1.41,1.76,1.34
g_0,0.96,1.04,1.02,1.54,0.9,0.71,1.1,1.05,1.35,0.86,1.04,1.66,1.07,1.16,0.95,0.99
