,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.63,0.88,1.0,0.91,0.92,0.45,0.44,0.52,0.36,0.37,0.44,0.44,0.45,0.74,0.4
f_1,0.84,0.41,0.78,1.0,0.94,0.89,0.33,0.39,0.55,0.35,0.35,0.51,0.26,0.34,0.32,0.39
d_1,1.1,0.97,0.39,0.74,0.83,0.77,0.48,0.76,0.38,0.46,0.43,0.35,0.37,0.35,0.41,0.24
c_1,0.75,0.83,1.16,0.39,0.97,0.8,0.54,0.25,0.47,0.56,0.36,0.38,0.35,0.41,0.39,0.29
b_1,0.95,0.96,0.79,0.63,0.36,1.0,0.57,0.45,0.39,0.42,0.64,0.4,0.29,0.46,0.42,0.39
a_1,0.88,0.89,0.94,1.02,0.57,0.31,0.56,0.47,0.51,0.46,0.51,0.47,0.42,0.67,0.38,0.37
h_1,0.75,0.99,0.78,0.76,0.75,0.75,0.25,0.35,0.44,0.33,0.37,0.3,0.37,0.3,0.26,0.29
d_0,0.52,0.76,1.02,0.96,0.8,0.76,0.46,0.26,0.44,0.36,0.35,0.4,0.3,0.34,0.33,0.36
g_1,0.76,0.76,0.84,0.79,0.89,0.68,0.37,0.37,0.23,0.35,0.37,0.42,0.25,0.34,0.32,0.56
c_0,0.88,0.82,0.49,1.23,0.78,0.82,0.47,0.45,0.48,0.24,0.44,0.39,0.27,0.4,0.37,0.29
b_0,0.75,0.88,0.7,0.91,1.11,0.67,0.42,0.36,0.42,0.23,0.25,0.29,0.27,0.41,0.35,0.27
f_0,0.8,1.24,0.77,0.7,0.82,0.68,0.45,0.34,0.3,0.32,0.35,0.23,0.27,0.38,0.5,0.2
h_0,0.79,0.86,0.66,0.67,0.84,0.71,0.56,0.36,0.42,0.36,0.32,0.38,0.37,0.29,0.29,0.35
a_0,0.69,0.87,0.82,0.82,0.77,1.1,0.42,0.42,0.43,0.33,0.21,0.31,0.31,0.2,0.31,0.34
e_0,0.83,1.01,0.67,0.79,0.76,0.84,0.48,0.38,0.43,0.33,0.38,0.21,0.29,0.34,0.2,0.31
g_0,0.69,0.82,0.9,0.85,0.73,0.74,0.35,0.31,0.52,0.36,0.36,0.39,0.24,0.35,0.32,0.36
