,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.82,0.56,0.51,0.67,0.5,0.61,2.15,2.05,3.09,5.66,3.38,3.14,4.34,2.71,0.86,4.93
f_1,1.08,5.94,0.67,0.59,0.5,0.43,2.12,1.76,2.84,2.55,3.13,0.77,4.19,2.59,2.09,3.15
d_1,0.57,0.66,5.99,0.44,0.46,0.54,2.96,2.54,5.11,0.63,3.12,3.62,3.81,2.77,2.86,4.03
c_1,0.65,0.59,0.39,6.59,1.28,0.41,1.77,2.34,0.56,3.17,2.54,2.62,4.2,3.23,2.87,3.85
b_1,0.48,0.74,0.54,0.66,7.84,1.4,1.78,1.91,2.37,2.53,0.49,1.99,3.46,2.37,2.61,3.19
a_1,0.55,0.47,0.68,0.66,0.51,12.1,2.75,2.05,2.7,3.16,1.99,2.91,6.4,0.62,2.5,5.1
h_1,0.95,1.47,1.16,0.99,1.02,0.69,14.28,4.49,4.83,3.7,5.42,3.68,2.48,5.18,4.59,10.55
g_1,0.69,0.83,1.99,0.82,1.01,0.87,3.66,17.69,5.67,3.34,3.58,8.25,8.32,4.81,5.21,3.65
c_0,1.04,1.2,1.36,0.44,0.8,1.18,3.78,4.32,13.03,4.86,9.12,5.92,8.26,5.96,6.03,8.79
d_0,0.92,1.01,0.19,2.39,1.03,0.94,3.62,3.14,4.51,13.4,4.5,6.43,6.87,6.27,6.82,8.29
b_0,1.26,1.23,0.98,0.96,0.44,0.85,3.97,3.68,5.16,5.66,14.82,6.49,9.49,12.07,8.53,8.15
f_0,0.84,0.35,1.25,1.36,0.85,1.02,4.26,4.01,5.74,6.18,5.95,16.51,8.87,7.19,15.0,7.34
h_0,0.94,1.68,1.16,0.95,0.99,0.85,1.84,4.79,4.21,4.55,4.08,5.54,2.91,5.6,6.66,9.94
a_0,1.29,1.04,1.55,1.06,1.03,,2.77,3.15,4.69,3.78,4.06,4.16,9.0,20.56,5.74,7.04
e_0,0.34,1.18,1.17,1.27,1.23,1.12,3.64,4.13,6.03,6.06,5.99,6.46,8.03,6.76,23.41,10.48
g_0,0.8,1.08,1.52,0.95,1.16,0.78,3.79,1.87,4.15,5.03,5.08,8.18,7.1,6.51,4.7,3.58
