,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.02,1.05,0.82,0.81,1.01,0.68,0.52,0.76,0.59,0.6,0.66,0.66,0.62,0.46,0.51
f_1,0.98,1.0,1.33,0.84,0.88,0.75,0.56,0.71,0.71,0.65,0.62,0.8,0.54,0.46,0.53,0.57
e_1,0.95,0.75,1.0,1.16,0.99,0.91,0.72,0.74,0.63,0.94,0.72,0.73,0.71,0.64,0.56,0.66
c_1,1.21,1.2,0.86,1.0,1.31,0.83,0.79,0.75,0.52,0.45,0.43,0.69,0.51,0.61,0.55,0.51
b_1,1.24,1.13,1.01,0.76,1.0,1.11,0.88,0.82,0.85,0.76,0.52,0.61,0.5,0.63,0.49,0.67
a_1,0.99,1.34,1.1,1.2,0.9,1.0,1.05,0.7,0.76,0.73,0.87,0.74,,0.72,0.77,0.84
h_1,1.46,1.77,1.39,1.25,1.12,0.92,1.0,1.05,0.98,0.85,0.91,0.75,0.75,0.88,0.88,0.86
g_1,1.92,1.45,1.38,1.36,1.2,1.44,0.95,1.0,0.84,0.93,1.1,1.01,0.85,0.82,1.06,0.86
c_0,1.21,1.42,1.63,2.06,1.29,1.3,1.06,1.18,1.0,1.23,1.47,0.86,1.04,0.91,1.0,0.98
d_0,1.67,1.49,1.03,2.35,1.37,1.33,1.14,1.12,0.82,1.0,1.0,0.89,1.15,0.97,0.88,0.8
b_0,1.63,1.75,1.32,2.16,2.07,0.97,1.08,0.95,0.65,1.04,1.0,0.82,1.12,0.88,0.9,0.74
f_0,1.59,1.3,1.43,1.47,1.63,1.36,1.37,0.97,1.18,1.04,1.12,1.0,0.93,1.02,1.51,0.81
a_0,1.47,1.7,1.43,2.19,1.76,,1.38,1.16,0.99,0.99,0.9,1.06,1.0,0.99,1.0,0.78
h_0,1.59,2.13,1.6,1.71,1.6,1.34,1.1,1.23,1.14,1.06,1.12,1.05,1.04,1.0,0.79,0.96
e_0,1.94,1.96,1.73,2.04,2.04,1.29,1.08,0.9,1.02,1.16,1.17,0.65,0.96,1.35,1.0,0.83
g_0,2.08,1.82,1.49,1.93,1.52,1.17,1.13,1.22,1.11,1.26,1.35,1.21,1.24,1.05,1.18,1.0
