,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.44,1.9,2.17,2.07,1.87,2.3,0.47,0.38,0.32,0.87,0.34,0.36,0.41,0.26,0.34,0.17
f_1,1.69,0.44,1.97,1.93,1.91,2.16,0.39,0.67,0.46,0.4,0.39,1.14,0.37,0.21,0.48,0.33
e_1,2.21,1.21,0.42,2.47,2.48,2.45,0.67,0.71,0.38,0.44,0.5,0.49,0.5,0.34,0.94,0.38
c_1,2.97,2.49,1.6,0.41,2.08,1.67,0.71,0.67,0.94,0.21,0.35,0.44,0.33,0.29,0.4,0.31
b_1,2.69,2.35,2.45,1.3,0.38,1.78,0.9,0.82,0.73,0.49,1.34,0.51,0.49,0.43,0.38,0.45
a_1,2.67,3.92,3.15,2.29,1.31,0.33,1.17,0.84,0.68,0.58,0.86,0.55,1.67,0.47,0.54,0.53
h_1,2.95,3.48,3.37,3.22,3.57,2.55,0.34,0.88,0.72,0.71,0.66,0.59,0.72,0.95,0.67,0.45
g_1,4.01,4.23,4.07,3.21,3.62,3.54,0.78,0.31,0.77,0.77,0.73,0.65,0.71,0.36,0.76,0.78
c_0,1.95,4.15,3.57,9.39,4.06,4.47,1.07,1.31,0.38,1.33,0.76,0.61,0.78,0.56,0.71,0.55
d_0,7.75,3.76,1.97,3.94,3.72,4.04,1.2,1.28,0.91,0.42,0.87,0.89,0.98,0.62,0.82,0.64
b_0,2.91,4.41,3.61,6.09,11.34,4.31,0.89,0.92,0.41,0.96,0.38,0.73,0.74,0.54,0.74,0.54
f_0,3.3,8.68,4.27,4.41,4.69,3.69,1.21,0.69,0.84,0.94,0.81,0.35,0.84,0.66,0.93,0.38
a_0,3.85,3.97,4.08,5.89,5.91,13.14,1.48,1.19,0.83,0.98,0.52,0.94,0.34,0.61,1.03,0.67
h_0,3.75,4.56,4.82,4.63,5.23,4.41,2.04,1.06,1.07,0.95,1.04,0.97,0.81,1.12,0.74,0.64
e_0,4.89,7.44,7.81,5.35,4.89,3.32,1.3,0.93,0.99,1.12,1.02,0.38,0.97,0.94,0.32,0.54
g_0,4.02,5.41,4.96,5.16,5.9,4.38,1.05,2.15,0.98,1.47,1.04,0.84,1.19,0.63,1.09,1.04
