,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.18,13.02,12.16,15.18,14.39,11.65,2.49,4.27,2.16,2.48,3.61,,1.21,2.22,3.06,1.6
e_1,6.23,0.18,14.34,15.88,11.24,13.62,3.16,7.75,2.69,2.64,2.63,3.6,1.9,2.27,,1.74
d_1,14.59,14.76,0.16,11.86,11.84,12.15,3.85,2.19,,2.65,2.0,2.81,1.61,2.77,3.21,1.17
c_1,11.93,12.62,13.71,0.15,12.78,12.51,4.05,4.01,1.45,,2.78,1.74,1.82,2.71,2.78,2.03
b_1,13.12,13.7,13.96,6.61,0.14,13.92,4.2,2.24,2.5,4.62,,2.45,1.57,1.91,2.81,2.71
a_1,19.41,11.0,12.75,14.72,6.96,0.09,3.29,,2.67,2.54,2.6,,1.21,,2.5,
h_1,3.07,3.7,3.04,3.65,2.65,3.29,0.07,0.89,0.7,0.62,0.85,0.56,,0.52,0.65,0.49
g_1,4.46,4.8,4.73,2.45,3.92,,0.66,0.05,0.69,0.57,0.59,0.75,0.37,,0.57,
d_0,2.98,1.38,,2.18,2.35,2.53,0.7,1.05,0.08,0.54,0.63,0.43,0.34,0.47,0.68,0.35
c_0,2.54,2.5,1.37,,2.74,2.84,0.53,0.55,0.73,0.08,0.62,0.44,0.49,0.59,0.33,0.33
b_0,2.41,2.79,2.57,3.51,,2.47,0.85,0.69,0.58,0.25,0.07,0.62,0.42,0.54,0.52,0.31
f_0,,3.44,2.7,3.31,2.95,,0.53,0.37,0.45,0.67,0.5,0.06,0.31,,0.4,0.22
h_0,1.41,1.63,1.52,1.32,1.92,1.88,,0.48,0.45,0.27,0.31,0.32,,0.37,0.3,0.25
a_0,3.75,2.27,2.92,2.86,2.42,,0.85,,0.42,0.5,0.2,,0.54,0.05,,0.43
e_0,3.06,,2.3,2.49,2.34,2.5,0.69,0.74,0.68,0.43,0.68,0.32,0.38,,0.04,0.36
g_0,2.61,1.8,1.67,1.94,2.23,,0.43,,0.25,0.34,0.47,0.25,0.15,0.34,0.36,
