,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.28,0.69,0.46,0.71,0.48,0.32,1.02,0.79,2.16,1.21,1.26,0.94,1.51,1.24,0.48,1.17
f_1,1.01,2.28,0.6,0.5,0.45,0.41,0.94,0.95,1.02,0.98,1.09,0.39,1.37,0.82,0.6,1.12
d_1,0.56,0.64,2.39,0.45,0.49,0.5,0.93,1.15,0.54,2.3,1.34,1.11,1.55,0.82,1.16,1.38
c_1,0.51,0.59,0.53,2.47,1.04,0.37,0.89,0.91,1.18,0.46,0.73,1.12,1.47,0.92,1.03,1.14
b_1,0.58,0.59,0.62,0.54,2.59,0.78,0.88,0.87,1.07,1.11,0.64,1.14,1.51,0.69,0.78,1.12
a_1,0.59,0.65,0.66,0.5,0.42,3.24,1.21,0.95,1.18,1.3,1.31,1.41,1.7,0.53,1.14,1.27
h_1,0.67,1.04,0.78,0.61,0.58,0.46,3.15,1.45,1.24,1.35,1.35,1.24,1.0,0.93,0.94,2.07
g_1,0.56,0.6,1.16,0.67,0.61,0.44,1.16,3.31,1.31,1.59,1.77,2.08,1.69,1.17,1.23,1.38
d_0,0.66,0.8,0.33,1.36,0.64,0.39,1.51,1.18,2.73,0.8,1.16,1.52,1.76,1.32,1.15,1.72
c_0,0.74,0.87,0.71,0.54,0.4,0.43,1.39,1.35,1.61,2.64,2.61,1.51,1.96,1.72,1.28,1.97
b_0,0.78,0.8,0.7,0.72,0.34,0.43,1.41,1.27,1.57,1.38,2.82,1.29,1.95,2.75,1.21,1.74
f_0,0.54,0.54,0.78,0.79,0.72,0.45,1.06,1.22,1.59,1.45,1.57,3.12,2.28,1.26,3.09,1.74
h_0,0.64,0.93,0.77,0.73,0.63,0.48,0.95,1.31,1.4,1.45,1.28,1.44,1.23,1.29,1.23,2.52
a_0,0.62,0.87,0.71,0.79,0.66,0.25,1.4,1.09,1.35,1.33,1.61,1.2,2.08,3.18,1.15,1.49
e_0,0.45,0.68,0.89,0.77,0.73,0.47,1.2,1.34,1.74,1.65,1.56,1.57,2.08,1.04,3.31,1.93
g_0,0.56,0.55,1.22,0.69,0.63,0.48,1.38,0.94,1.1,1.42,1.03,2.28,1.74,1.17,1.41,1.35
